Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,"Krauss told Natsuhi, who had risen from her chair in agitation, to sit down.","Krauss told Natsuhi, who had risen from her chair in agitation, to sit down. ","Krauss told Natsuhi, who had risen from her chair in agitation, to sit down.",興奮して席を立ち上がってしまった夏妃に、蔵臼は座れと制する。,[=JP],"Обратился Краусс к Нацухи, взволнованно вскочившей со стула, тем самым попросив её сесть.","Krauss disse para Natsuhi, que levantou agitada de sua cadeira, para se sentar.",对于激动地站起身来的夏妃，藏臼示意她坐下。,對於激動地站起身來的夏妃，藏臼示意她坐下。,"Krauss disse a Natsuhi, che agitata si era alzata dalla sedia, di sedersi.","Krauss le dijo a Natsuhi, que se había levantado de su silla por la alteración, que se sentara.",ﻧﻬﻀﺖ ﻧﺎﺗﺴﻮﻫﻲ ﻣﻦ ﻛﺮﺳﻴﻬﺎ ﻫﺎﺋﺠﺔً، ﻓﺄﺧﺒﺮﻫﺎ ﻛﺮﺍﻭﺱ ﺑﺄﻥ ﺗﺠﻠﺲ.
,"Trying to smooth over the atmosphere, which had suddenly started crackling with hostility, Hideyoshi put on a cordial smile and motioned for everyone to calm down.","Trying to smooth over the atmosphere, which had suddenly become filled with suspicion, Hideyoshi put on a forced smile and motioned for everyone to calm down. ","Trying to smooth over the atmosphere, which had suddenly become filled with suspicion, Hideyoshi put on a forced smile and motioned for everyone to calm down.",一気にキナ臭くなった空気を、取り繕うように秀吉が愛想笑いを浮かべ、まままま…、と全員をなだめるような仕草をする。,[=JP],"Пытаясь сгладить атмосферу подозрения, внезапно заполнившую помещение, Хидэёши натянуто улыбнулся и предложил всем успокоиться.","Buscando aliviar a atmosfera, que repentinamente começou a crepitar com hostilidade, Hideyoshi exibiu um sorriso cordial e gesticulou para todos se acalmarem.",就像是要赶跑这一下子变得火药味十足的空气似的，秀吉满脸堆笑，说着“别别别…”地安抚着众人。,就像是要趕跑這一下子變得火藥味十足的空氣似的，秀吉滿臉堆笑，說著“別別別…”地安撫著眾人。,"Provando ad alleggerire l'atmosfera, che era diventata improvvisamente colma di sospetto, Hideyoshi forzò un sorriso e invitò tutti a calmarsi.","Tratando de suavizar la atmósfera, la cual repentinamente se había llenado de sospechas, Hideyoshi puso una sonrisa forzada y les pidió a todos que se calmaran.",ﻭﻓﻲ ﻣﺤﺎﻭﻟﺔ ﻟﺘﻬﺪﺋﺔ ﺍﻷﺟﻮﺍﺀ، ﺍﻟﺘﻲ ﺃﺻﺒﺤﺖ ﺧﺎﻧﻘﺔً ﻓﺠﺄﺓ، ﺍﺑﺘﺴﻢ ﻫﻴﺪﻳﻮﺷﻲ ﻣُﻜﺮﻫًﺎ، ﻃﺎﻟﺒًﺎ ﻣﻦ ﺍﻟﺠﻤﻴﻊ ﺍﻟﻬﺪﻭﺀ.
Ushiromiya Hideyoshi,"""......Natsuhi‐san, don't get us all wrong. Doesn't this country have a proverb, ""a departing bird leaves the nest unsoiled""? So we're just talkin' about seein' that bird off. We're discussin' this so we can see Father off cleanly when he eventually leaves on that inevitable journey.""","""...Natsuhi-san, don't misunderstand. People say you should always clean up after yourself, right? We're just talkin' about seein' him off. We're discussin' this so we can see Father off neatly when he takes off on the journey he's eventually gonna make."" ","""......Natsuhi-san, don't misunderstand.  They say that you should always clean up after yourself, right?  We are just talking about seeing him off.  We are discussing this so that we can see Father off cleanly when he leaves for a journey he must eventually take.""",「……夏妃さん、誤解せんといてや。立つ鳥跡を濁さずっちゅう諺があるやろ？　これはその見送る側の話や。やがては必ず旅立つお父さんを、綺麗に見送るための相談なんやで。」,「……夏妃さん、誤解せんといてや。立つ鳥跡を濁さずっちゅう諺があるやろ？　これはその見送る側の話や。やがては必ず旅立つお父さんを、綺麗に見送るための相談なんやで」,"""......Нацухи‐сан, не пойми превратно. Говорят, что за собой всегда нужно убирать, так ведь? Мы всего лишь говорим о том, как будем провожать его. Мы обсуждаем это, чтобы проводить отца с честью и без грязи, когда придёт его время отправиться в последний путь.""","""......Natsuhi‐san, não nos entenda mal. Este país não tem um provérbio que diz ""um pássaro que parte deixa o ninho sem manchas""? Nós só estamos falando sobre ver esse pássaro partindo. Estamos discutindo se poderemos ver o pai partir de forma limpa, eventualmente, quando eles nos deixar em sua inevitável jornada.""",「……夏妃姐，请别误会呐。有句古谚是叫“飞鸟离水，不浊水面”吧？这事得由送行的俺们办妥呐。这是为了漂漂亮亮地送走，总有一天要驾鹤西去的爸的商谈呐。」,「……夏妃姐，請別誤會吶。有句古諺是叫“飛鳥離水，不濁水面”吧？這事得由送行的俺們辦妥吶。這是為了漂漂亮亮地送走，總有一天要駕鶴西去的爸的商談吶。」,"""... Natsuhi-san, non fraintendere. Si dice che non bisogna lasciarsi dietro affari in sospeso, giusto? Stiamo solo dicendo di volerlo salutare. Stiamo discutendo di questo in modo da poter dire addio a nostro Padre senza problemi, quando dovrà partire per un viaggio che a tempo debito sarà obbligato a compiere.""","""... Natsuhi-san, no lo malentiendas. ¿No tiene este paí' un proverbio que dice ""un pájaro que parte deja el nido intacto""? Solo hablamos de ver a ese pájaro partír. 'tamos discutiendo esto pa' que podamos despedirnos de padre de buena manera, pa' cuando se vaya en un viaje el cual debe tomar algún día.""","""......ﻻ ﺗﺴﻴﺌﻲ ﻓﻬﻤﻨﺎ ﻳﺎ ﻧﺎﺗﺴﻮﻫﻲ-ﺳﺎﻥ. ﺃﻟﻴﺲ ﻫﻨﺎﻙ ﻗﻮﻝٌ ﻣﺄﺛﻮﺭ 'ﻻ ﻳﺮﺣﻞ ﺍﻟﻄﺎﺋﺮ ﺗﺎﺭﻛًﺎ ﻋﺸﻪ ﻣﺘﺴﺨًﺎ'؟ ﻧﺤﻦ ﻓﻘﻂ ﻧﺘﺤﺪﺙ ﻋﻦ ﺗﻮﺩﻳﻊ ﻫﺬﺍ ﺍﻟﻄﺎﺋﺮ. ﻧﺮﻳﺪ ﺍﻟﺘﺨﻄﻴﻂ ﻛﻲ ﻧﻮﺩﻉ ﻭﺍﻟﺪﻧﺎ ﺍﻟﺬﻱ ﺳﻴﺮﺣﻞ ﻳﻮﻣًﺎ ﻣﺎ ﺇﻟﻰ ﻗﺪﺭﻩ ﺍﻟﻤﺤﺘﻮﻡ."""
Ushiromiya Krauss,"""Hahaha... That's just like you, Hideyoshi‐san. Even though you're saying the same thing, you make it sound so intellectual.""","""Hahaha... That's just like you, Hideyoshi-san. Even though you're saying the same thing, you make it sound so intellectual."" ","""Hah-hah-ha...  That's just like you, Hideyoshi-san.  Even though you're saying the same thing, you make it sound so intellectual.""",「はっはっは…。さすが秀吉さんだ。同じ話をするにしても、実に知性的だ。」,「はっはっは…。さすが秀吉さんだ。同じ話をするにしても、実に知性的だ」,"""Ха‐ха‐ха... Это так похоже на тебя, Хидэёши‐сан. Из твоих уст одни и те же мысли звучат намного интеллигентнее.""","""Hahaha... Isso é típico de você, Hideyoshi‐san. Mesmo que nós estejamos falando a mesma coisa, você faz parecer muito mais intelectual.""",「哈哈哈…。不愧是秀吉妹夫。明明是同样的话，讲得确实颇具智慧。」,「哈哈哈…。不愧是秀吉妹夫。明明是同樣的話，講得確實頗具智慧。」,"""Hah-hah-ha... questo è proprio da te, Hideyoshi-san. Anche se state dicendo la stessa cosa, la fai sembrare così intellettuale.""","""Jajaja... Eso es típico de tu parte, Hideyoshi-san. A pesar de que estás diciendo lo mismo, lo haces sonar de forma muy intelectual.""","""ﻫﺎﻫﺎﻫﺎ... ﻫﺬﺍ ﻫﻮ ﻃﺒﻌﻚ ﻳﺎ ﻫﻴﺪﻳﻮﺷﻲ-ﺳﺎﻥ. ﺑﺎﻟﺮﻏﻢ ﻣﻦ ﺃﻧّﻚ ﺗﻘﻮﻝ ﻧﻔﺲ ﻣﺎ ﻗﺎﻟﻮﻩ، ﺇﻻ ﺃﻧّﻚ ﺗﻘﻮﻟﻬﺎ ﺑﺤﻜﻤﺔٍ ﻭﺫﻛﺎﺀ."""
Ushiromiya Eva,"""Yes, that's right. Unlike you, Nii‐san.""","""Yes, that's right. Unlike you, Nii-san."" ","""Yes, that's right.  Unlike you, Nii-san.""",「えぇ、そうよ。兄さんと違ってね。」,「えぇ、そうよ。兄さんと違ってね」,"""Да уж. Чего, однако, не скажешь про тебя, нии‐сан.""","""Sim, isso mesmo. Diferente de você, nii‐san.""",「嗯，是哟。与哥不同哦。」,「嗯，是喲。與哥不同哦。」,"""Sì, esatto. A differenza di te, Nii-san.""","""Sí, tienes razón. No como tú, Nii-san.""","""ﻧﻌﻢ، ﺻﺤﻴﺢ. ﻋﻠﻰ ﻋﻜﺴﻚ ﻳﺎ ﺃﺧﻲ."""
Ushiromiya Rudolf,"""Stop it. That won't get us anywhere. .........So like we're saying, Aniki. We can just forget all of this about the inheritance. It doesn't even matter if Dad hits us.""","""Quit it. We aren't getting anywhere. ......So like we're saying, Aniki, forget all this about the inheritance. I don't even care if Dad hits us."" ","""Stop it.  We aren't getting anywhere.  .........So like we're saying, Aniki.  We can just forget all of this about the inheritance.  It doesn't even matter if Dad hits us.",「よせやい。話が進まねぇ。………それでだな、兄貴。俺たちは遺産の話云々は抜きにしてもだ。たとえ親父に殴られても構わねぇ。,「よせやい。話が進まねぇ。………それでだな、兄貴。俺たちは遺産の話云々は抜きにしてもだ。たとえ親父に殴られても構わねぇ」,"""Хватит. Так мы ничего не добьёмся. .........Вот о чём мы и говорим, Аники. Мы просто можем забыть обо всём этом наследстве. Не страшно, даже если отец ударит нас.""","""Pare. Isto não vai nos levar a lugar algum. .........É como estamos dizendo, aniki. Nós não podemos simplesmente esquecer tudo sobre a herança. Sequer importa se o pai vai nos bater.""",「好了。这样不会有进展的。………所以说啊，大哥。我们宁可不提遗产什么什么的事。即便会挨爸的揍都行。」,「好了。這樣不會有進展的。………所以說啊，大哥。我們寧可不提遺產什麼什麼的事。即便會挨爸的揍都行。」,"""Smettila. Così non andremo da nessuna parte. ... Quindi come stavamo dicendo, Aniki. Possiamo dimenticarci di tutto questo a proposito dell'eredità. Non importa neanche se Papà ci dovesse colpire.","""Detente. No estamos llegando a ningún lado... Eso estamos diciendo, Aniki. Podemos simplemente olvidar todo esto sobre la herencia. Ni siquiera importa si papá nos golpea.""","""ﻛﻔﻰ. ﻟﻦ ﻧﺤﺮﺯ ﻫﻜﺬﺍ ﺃﻱّ ﺗﻘﺪﻡ. .........ﻟﺬﺍ ﻳﺎ ﺃﺧﻲ، ﺗﺠﺎﻫﻞ ﻗﻀﻴﺔ ﺍﻟﻤﻴﺮﺍﺙ، ﻻ ﻳﻬﻤﻨﻲ ﺣﺘﻰ ﻟﻮ ﺿَﺮَﺑَﻨﺎ ﺃﺑﻲ."""
Ushiromiya Rudolf,"""To make a long story short, all we want is to meet Dad directly and say hello. Even if Dad says he doesn't want to. If he's locked up in his study, we'll borrow a key from Genji‐san if we have to. Right, Rosa?""","""To make a long story short, we wanna meet Dad directly and say hello. Even if he says he doesn't want to. If he's locked up in his study, we don't care if we have to borrow a key from Genji-san. Right, Rosa?"" ","To make a long story short, we want to meet Dad directly and say hello.  Even if Dad says he doesn't want to.  If he's locked up in his study, we don't care if we have to borrow a key from Genji-san.  Right, Rosa?""",早い話が、親父に直接会って、挨拶がしてぇんだ。親父が嫌だと言ってもだ。書斎に閉じ篭ってるなら、源次さんに鍵を借りてでもな。なぁ、楼座？」,「早い話が、親父に直接会って、挨拶がしてぇんだ。親父が嫌だと言ってもだ。書斎に閉じ篭ってるなら、源次さんに鍵を借りてでもな。なぁ、楼座？」,"""Короче говоря, мы хотим поздороваться с отцом при личной встрече. Даже если он говорит, что не хочет этого. Если он заперся в своем кабинете, мы не постыдимся позаимствовать ключ у Генджи‐сана. Так ведь, Роза?""","""A fim de encurtar uma longa história, tudo o que queremos é encontrar pessoalmente com ele e dizer um oi. Mesmo se ele disser que não quer. Se ele se trancar em seu estúdio, nós vamos pegar emprestado uma chave do Genji‐san se for preciso. Certo, Rosa?""",「简单来说，我们就是想直接见爸一面，问候下爸。就算爸不乐意。要是他把自个儿锁书房里，那我们宁可去问源次借钥匙也要进去。是吧，楼座？」,「簡單來說，我們就是想直接見爸一面，問候下爸。就算爸不樂意。要是他把自個兒鎖書房裡，那我們寧可去問源次借鑰匙也要進去。是吧，樓座？」,"Per farla breve, vogliamo incontrarlo direttamente e dirgli ciao. Anche se Papà dice che non vuole. Se si è chiuso nel suo studio, non ci faremo problemi a chiedere in prestito una chiave a Genji-san. Giusto, Rosa?""","""Para resumir esta larga historia, queremos ver a papá directamente y saludarlo. Incluso si dice que no quiere. Si él está encerrado en su estudio, no nos importa si tenemos que pedir prestada una llave de Genji-san. ¿Cierto, Rosa?""","""ﻛﻞ ﻣﺎ ﻧﺮﻳﺪﻩ ﺍﻵﻥ ﻫﻮ ﺇﻟﻘﺎﺀ ﺍﻟﺘﺤﻴﺔ ﻋﻠﻰ ﺃﺑﻴﻨﺎ ﻭﺟﻬًﺎ ﻟﻮﺟﻪ. ﺣﺘﻰ ﻟﻮ ﻟﻢ ﻳﺮﺩ ﺫﻟﻚ. ﺇﺫﺍ ﻛﺎﻥ ﻣﺤﺒﻮﺳًﺎ ﻓﻲ ﻏﺮﻓﺔ ﺩﺭﺍﺳﺘﻪ، ﻓﺴﻨﺴﺘﻌﻴﺮ ﺍﻟﻤﻔﺘﺎﺡ ﻣﻦ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﻟﻮ ﺍﺿﻄﺮﺭﻧﺎ. ﺃﺗﺘﻔﻘﻴﻦ ﻳﺎ ﺭﻭﺯﺍ؟"""
Ushiromiya Rosa,"""...Oh, ...well, umm...it's not like we're forcing you... ......It's just...we haven't said hello to Father in such a long time.""","""...Oh, ...well, umm...it's not like we're forcing you... ...It's just...we haven't said hello to Father in such a long time. ","""...Oh, ...well, umm...it's not like we're forcing you.........It's just...we haven't said hello to Father in such a long time.  ",「…え、…まぁその、…無理やりってわけじゃないけれど…。……だって、かなり長い間、私たちはお父様にご挨拶していない。,「…え、…まぁその、…無理やりってわけじゃないけれど…。……だって、かなり長い間、私たちはお父様にご挨拶していない」,"""О... Ну, м‐м‐м... не то, чтобы мы вас заставляли... Просто... мы уже так давно не виделись с отцом.""","""...Ah, ...bem, hmm...não é como se estivéssemos forçando você... ......É apenas...que já faz tempo que nós não cumprimentamos o pai.""",「…呃，…不过那个，…我们并不是要硬来…。……毕竟，我们已经有好长一段时间没去问候过爸了。」,「…呃，…不過那個，…我們並不是要硬來…。……畢竟，我們已經有好長一段時間沒去問候過爸了。」,"""... Oh... beh, umm... non è che vi stiamo obbligando... è solo che... non abbiamo salutato nostro Padre per così tanto tempo.","""... Oh... bien, umm... no es que te estemos forzando... Es solo que... no hemos saludado a padre en mucho tiempo.""","""...ﺁﻩ، ﺣﺴﻨًﺎ، ﻣﻤﻢ... ﺇﻧﻨﺎ ﻻ ﻧﺠﺒﺮﻙ ﻋﻠﻰ ﺷﻲﺀ... ......ﻛﻞ ﻣﺎ ﻓﻲ ﺍﻷﻣﺮ...ﺃﻧﻨﺎ ﻧﺮﻳﺪ ﻟﻘﺎﺀ ﻭﺍﻟﺪﻧﺎ ﺑﻌﺪ ﻏﻴﺎﺏٍ ﻃﻮﻳﻞ."""
Ushiromiya Rosa,"""If his remaining life really is short, then there's even a chance we might never be able to see him again... ......Today might be our final opportunity to exchange words with Father...""","If his remaining life really is short, then there's a chance we might never be able to see him again... ...Today might be our final opportunity to exchange words with Father..."" ","If his remaining life really is short, then there's a chance we might never be able to see him again.........Today might be our final opportunity to exchange words with Father...""",余命わずかだと言うなら、もう二度と会えなくなる可能性だってある…。……今日がお父様と言葉が交わせるかもしれない最後の機会だし…。」,「余命わずかだと言うなら、もう二度と会えなくなる可能性だってある…。……今日がお父様と言葉が交わせるかもしれない最後の機会だし…」,"""Если ему действительно осталось немного, есть вероятность, что мы никогда его больше не увидим.........Сегодняшний день может оказаться нашей последней возможностью поговорить с отцом...""","""Se a vida dele é realmente curta, então existe uma chance de nós nunca mais sermos capazes de vê‐lo... ......Hoje pode ser nossa última oportunidade de trocar algumas palavras com ele...""",「提起余命不多，那就有可能再也见不着面了…。……今天说不定会变成能与爸说说话的，最后的机会…」,「提起餘命不多，那就有可能再也見不著面了…。……今天說不定會變成能與爸說說話的，最後的機會…」,"Se ciò che gli rimane da vivere è breve, allora c'è la possibilità che non potremmo più essere capaci di vederlo... oggi potrebbe essere la nostra ultima opportunità per parlare con nostro Padre...""","""Si su tiempo restante de vida es corto, hay una posibilidad de que jamás lo volvamos a ver... Hoy puede ser nuestra última oportunidad de intercambiar unas palabras con él...""","""ﺇﺫﺍ ﻛﺎﻥ ﻋﻠﻰ ﻭﺷﻚ ﺍﻟﻤﻮﺕ، ﻓﻘﺪ ﻻ ﻧﺮﺍﻩ ﺃﺑﺪًﺍ ﻣﺮﺓ ﺃﺧﺮﻯ... ......ﻗﺪ ﺗﻜﻮﻥ ﻫﺬﻩ ﺁﺧﺮ ﻓﺮﺻﺔ ﻟﻨﺎ ﻟﻨﺴﻠﻢ ﻋﻠﻴﻪ ﻭﻧﻮﺩﻋﻪ..."""
Ushiromiya Eva,"""Yes, just like Rosa says. You do realize that if he only has three months left, it wouldn't be odd for him to pass away any time now?""","""That's right, just like Rosa says. If he only has three months left, it wouldn't be odd for him to pass away any time now, right? ","""That's right, just like Rosa says.  If he only has three months left, it wouldn't be odd for him to pass away any time now, right?  ",「そうそう、楼座の言う通りよぅ。余命３ヶ月ってことは、いつ亡くなってもおかしくないってことなのよ？,「そうそう、楼座の言う通りよぅ。余命３ヶ月ってことは、いつ亡くなってもおかしくないってことなのよ？」,"""Всё в точности, как говорит Роза. Если ему осталось всего три месяца, то его смерть, которая может наступить в любой момент, не будет чем‐то странным, не так ли?""","""Sim, é como a Rosa disse. Você percebe que se ele tem apenas três meses de vida, também não seria estranho se ele falecesse a qualquer momento?""",「对对，楼座说得对。所谓“余命三个月”，就是指随时去世都不奇怪的状况吧？」,「對對，樓座說得對。所謂“余命三個月”，就是指隨時去世都不奇怪的狀況吧？」,"""Giusto, proprio come dice Rosa. Se gli rimanevano solo tre mesi, non sarebbe strano per lui morire in qualsiasi momento, giusto?","""Es cierto, tal como dice Rosa. Si solo le quedan tres meses de vida, no sería extraño para él fallecer de un momento a otro, ¿cierto?""","""ﺗﻤﺎﻣًﺎ ﻛﻤّﺎ ﻗﺎﻟﺖ ﺭﻭﺯﺍ. ﺇﺫﺍ ﻛﺎﻥ ﺃﻣﺎﻣﻪ ﺛﻼﺛﺔ ﺃﺷﻬﺮ ﻓﺤﺴﺐ ﻟﻴﻌﻴﺸﻬﺎ، ﻓﻠﻴﺲ ﻣﻦ ﺍﻟﻐﺮﻳﺐ ﺃﻥ ﺗﻮﺍﻓﻴﻪ ﺍﻟﻤﻨﻴﺔ ﻓﻲ ﺃﻱّ ﻟﺤﻈﺔٍ ﺍﻵﻥ، ﺻﺤﻴﺢ؟"""
Ushiromiya Eva,"""And you're telling us we don't even have the right to talk with him one last time? ......I think that is a bit much, don't you...?""","Are you saying that despite that, we don't even have the right to talk with him one last time? ...Regardless of the circumstances, isn't that just a bit too much...?"" ","Are you saying that despite that, we don't even have the right to talk with him one last time?  ......Regardless of the circumstances, isn't that just a bit too much...?""",それなのに私たちに最後のお話をする権利さえないと言うの？　……それはいくらなんでも、あんまりな話じゃないのかしらぁ…？」,「それなのに私たちに最後のお話をする権利さえないと言うの？　……それはいくらなんでも、あんまりな話じゃないのかしらぁ…？」,"""Не хочешь ли ты сказать, что, несмотря на всё это, у нас нет даже права поговорить с ним в последний раз? ......Независимо от обстоятельств, не слишком ли это?..""","""E você está dizendo que nós não temos o direito de falar com ele uma última vez? ......Eu acho que isso é um pouco demais, não concorda...?""",「难道要说，我们连与爸最后说次话的权利都没有吗？……这再怎么说，都有点太过分了吧…？」,「難道要說，我們連與爸最後說次話的權利都沒有嗎？……這再怎麼說，都有點太過分了吧…？」,"Ci state dicendo che nonostante ciò, non abbiamo nemmeno il diritto di parlare con lui un'ultima volta? ... A prescindere dalle circostanze, non è un po' troppo...?""","""¿Y nos dices que a pesar de eso, ni siquiera tenemos el derecho de hablar con él una última vez?... Sin importar las circunstancias, ¿no es eso demasiado?...""","""ﺑﺎﻟﺮﻏﻢ ﻣﻦ ﺫﻟﻚ، ﺃﺗﻈﻦّ ﺃﻧّﻪ ﻟﻴﺲ ﻟﺪﻳﻨﺎ ﺣﺘﻰ ﺍﻟﺤﻖ ﻓﻲ ﺍﻟﺤﺪﻳﺚ ﻣﻌﻪ ﻭﻟﻮ ﻟﻤﺮﺓٍ ﻗﺒﻞ ﺣﺪﻭﺙ ﻫﺬﺍ؟ ......ﺃﻟﻴﺲ ﻫﺬﺍ ﺗﻤﺎﺩﻳًﺎ ﻣﻦ ﻗﺒﻠﻚ...؟"""
Ushiromiya Natsuhi,"""......If the conversation you all intended to have with Father really was a greeting, I am sure he would see you gladly.""","""...If greeting Father were truly what you wished to do, I'm sure he'd happily allow you to meet with him."" ","""......You would be able to meet with Father if the topic you wanted to discuss really was a greeting.",「……あなたたちのしたい話というのが、本当に挨拶ならお父様も喜んでお会いになられるでしょう。,「……あなたたちのしたい話というのが、本当に挨拶ならお父様も喜んでお会いになられるでしょう」,"""......Вы смогли бы встретиться с отцом, если бы тема, которую вы хотите обсудить, была на самом деле так тривиальна.""","""......Se a conversa que vocês desejam ter com o pai é apenas um cumprimento, tenho certeza que ele ficaria feliz em vê‐los.""",「……你们想与爸说的话如果真是问候，那爸也会高高兴兴地与你们见面吧。」,「……你們想與爸說的話如果真是問候，那爸也會高高興興地與你們見面吧。」,"""... Vi sarebbe possibile incontrarvi con lui solo se l'argomento di discussione fosse veramente un saluto.","""... Si la conversación que todos ustedes prentenden tener con padre realmente fuera un saludo, estoy segura de que les vería con alegría.""","""......ﻟﻮ ﻛﺎﻥ ﻫﺪﻓﻜﻢ ﺣﻘًﺎ ﻫﻮ ﺗﺤﻴﺘﻪ، ﻟﺸﻌﺮ ﺃﺑﻲ ﺑﺎﻟﺴﻌﺎﺩﺓ ﻟﻠﻘﺎﺋﻜﻢ ﺟﻤﻴﻌًﺎ."""
Ushiromiya Natsuhi,"""But Father has already heard exactly what kind of disrespectful topic you have lowered yourselves to! Father would not be the only one who would prefer not to see you under such conditions. If you wish to blame anyone for Father not seeing you, you need look no further than yourselves, wouldn't you say?""","""But Father has already heard about the disrespectful topic you hope to raise! No one would want to meet with you under those conditions. The reason you cannot meet with Father is because of your own doing and nothing else, is it not?"" ","But Father has already heard about the disrespectful topic you hope to bring about!  No one would want to meet with you under those conditions.  The reason you cannot meet with Father is because of your own doing, and nothing else, right?""",しかしお父様は皆さんがどのような不敬な話に及んでいるか、すでに聞き及んでおいでです！　お父様でなくとも、会いたい気持ちになるわけがない。お父様がお会いになられないのは他でもない、皆さん自身のせいではありませんか？」,「しかしお父様は皆さんがどのような不敬な話に及んでいるか、すでに聞き及んでおいでです！　お父様でなくとも、会いたい気持ちになるわけがない。お父様がお会いになられないのは他でもない、皆さん自身のせいではありませんか？」,"""Однако отец уже знает, что за непочтительную тему вы хотите поднять! Никто не захочет вас видеть при таких обстоятельствах. Причина, по которой вы не сможете увидеть отца — ваше собственное поведение и ничего более, ясно?""","""Mas o pai já ouviu exatamente o mesmo tópico desrespeitoso na qual vocês se rebaixaram! O pai não é o único que não prefere ver vocês sob tais condições.{n}Se deseja culpar alguém pelo pai não ter vindo para vê-la, deveria olhar para você mesma antes, não acha?""",「不过，爸已对诸位在谈些不敬到什么程度的事儿有所耳闻！尽管我不是爸，但也清楚他老人家决不会想见你们。见不着爸的原因不在别处，不就是在诸位自己身上嘛？」,「不過，爸已對諸位在談些不敬到什麼程度的事兒有所耳聞！儘管我不是爸，但也清楚他老人家決不會想見你們。見不著爸的原因不在別處，不就是在諸位自己身上嘛？」,"Ma nostro Padre ha già sentito l'argomento poco rispettoso a cui voi sperate di giungere! Nessuno vorrebbe incontrarvi con simili premesse. La ragione perché non potete incontrarlo è a causa del vostro comportamento, e nient'altro, va bene?""","""¡Pero padre ya ha oído sobre el irrespetuso tema que esperan sacar! Padre no sería el único que preferiría no verte en esas condiciones. Si van a culpar a alguien de que padre no desee verles, no deben ver más allá que a ustedes mismos, ¿no lo creen?""","""ﻭﻟﻜﻦ ﺃﺑﻲ ﻗﺪ ﺳﻤﻊ ﺑﺎﻟﻔﻌﻞ ﺃﺣﺎﺩﻳﺜﻜﻢ ﻭﻛﻴﻒ ﺃﻧﺤﻄﺖ ﺃﻧﻔﺴﻜﻢ ﻟﻤﺎ ﻭﺻﻠﺘﻮﻩ ﻣﻦ ﺟﺸﻊ! ﺣﺘﻰ ﻟﻮ ﻟﻢ ﻳﻜﻦ ﻭﺍﻟﺪﻛﻢ، ﻓﻬﻞ ﺗﻌﺘﻘﺪﻭﻥ ﺃﻥ ﺃﺣﺪًﺍ ﺁﺧﺮ ﻗﺪ ﻳﺮﻏﺐ ﻓﻲ ﻣﻘﺎﺑﻠﺘﻜﻢ؟ ﺍﻟﺴﺒﺐ ﺍﻟﺮﺋﻴﺴﻲ ﻓﻲ ﺭﻓﻀﻪ ﻟﻘﺎﺋﻜﻢ ﻫﻲ ﺃﻓﻌﺎﻟﻜﻢ ﻭﻟﻴﺲ ﺷﻴﺌًﺎ ﺃﺧﺮ، ﺃﻟﻴﺲ ﻛﻼﻣﻲ ﺻﺤﻴﺤًﺎ؟"""
