Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Maria,"""Give Sakutaro back, give Sakutaro back!! WaaaA{0}A{0}A{0}A{0}a{0}a{0}a{0}a{0}a{0}A{0}A{0}A{0}A{0}a{0}a{0}a{0}A{0}a{0}a{0}AahHH!! Sakutaro is my friend!! My best friend!! I don't need anything else if I just have Sakutaro! So give him back!! Give him baaaaaaaack!!""","Give Sakutaro back, give Sakutaro back!! Waaaaaaaaaaaaaaaaaaaaahhh!! Sakutaro is my friend!! My best friend!! As long as Sakutaro's there, I don't need anything else! So give him back!! Give him baaaaaaaack!!"" ","Give Sakutaro back, give Sakutaro back!!  Waaaaaaaaaaaaaaaaaaaaahhh!!  Sakutaro is Maria's friend!!  Maria's best friend!!  As long as Sakutaro's there, Maria doesn't need anything else!  So give him back!!  Give him baaaaaaaack!!""",さくたろ返してッ、さくたろ返してッ！！　わあああああぁああああぁあぁぁあ！！　さくたろは真里亞のお友達なの！！　親友なの！！　さくたろさえいれば、他には何もいらないッ！　だから返して！！　返してえええぇえぇぇ！！」,「さくたろ返してッ、さくたろ返してッ！！　わあああああぁああああぁあぁぁあ！！　さくたろは真里亞のお友達なの！！　親友なの！！　さくたろさえいれば、他には何もいらないッ！　だから返して！！　返してえええぇえぇぇ！！」,"""Отдай Сакуторо, отдай его! Уа‐а‐а‐а‐а‐а! Сакутаро друг Марии! Лучший друг Марии! Пока Сакутаро с ней, Марии больше ничего не нужно! Поэтому отдай его! Верни‐и‐и‐и!!!""","""Devolve o Sakutaro, devolve o Sakutaro!! WaaaA{0}A{0}A{0}A{0}a{0}a{0}a{0}a{0}a{0}A{0}A{0}A{0}A{0}a{0}a{0}a{0}A{0}a{0}a{0}AahHH!! O Sakutaro é amigo da Maria!! Meu melhor amigo!! Não preciso de mais nada se eu tiver o Sakutaro! Então devolva ele!! Devolvaaaaaaaaa!!""",「把樱太郎还给我，把樱太郎还给我！！哇啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！樱太郎是真里亚的朋友！！好朋友！！只要有樱太郎，真里亚别的什么都不要！所以，还给我！！还给我———————！！」,「把櫻太郎還給我，把櫻太郎還給我！！哇啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！櫻太郎是真里亞的朋友！！好朋友！！只要有櫻太郎，真里亞別的什麼都不要！所以，還給我！！還給我———————！！」,"Ridammi Sakutarou, ridammi Sakutarou!! Waaaaaaaaaaaaaaaaaaaaahhh!! Sakutarou è amico di Maria!! Il migliore amico di Maria!! Se c'è Sakutarou, Maria non ha bisogno di nient'altro! Quindi ridammelo!! Ridammelooooooooooo!!""","""¡¡Devuélveme a Sakutaro, devuélveme a Sakutaro!! ¡¡Waaaaaaaaaaaaaaaaaaaaahhh!! ¡¡Sakutaro es amigo de María!! ¡¡El mejor amigo de María!! ¡Mientras Sakutaro esté aquí, María no necesita nada más! ¡¡Así que devuélvemelo!! ¡¡Devuélvemelooooo!!""","""ﺃﻋﻴﺪﻳﻪ ﻟﻲ، ﺃﻋﻴﺪﻳﻪ ﻟﻲ!! ﻭﺍﺍﺍﺁ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺍ{0}ﺍ{0}ﺍ{0}ﺍ{0}ﺍ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺍ{0}ﺍ{0}ﺍ{0}ﺁ{0}ﺍ{0}ﺍ{0}ﺁﻫﻬﻪ!! ﺳﺎﻛﻮﺗﺎﺭﻭ ﺻﺪﻳﻖ ﻣﺎﺭﻳﺎ!! ﺻﺪﻳﻘﻲ ﺍﻟﻤﻔﻀﻞ!! ﺳﺎﻛﻮﺗﺎﺭﻭ ﻭﺣﺪﻩ ﻳﻜﻔﻴﻨﻲ، ﻭﻻ ﺃﺣﺘﺎﺝ ﺇﻟﻰ ﺃﻱّ ﺷﻲﺀ ﺁﺧﺮ! ﻟﺬﺍ ﺃﻋﻴﺪﻳﻪ!! ﺃﻋﻴﺪﻳﻪ ﻟــــــــــﻲ!!"""
,"......For some reason, my frantic request just added oil to the fire of Mama's anger......","...For some reason, my frantic request just added oil to the fire of Mama's anger... ",[=UP],……その、私の必死の頼みは、なぜかむしろ、ママの怒りに油を注いだ……。,[=JP],По какой‐то причине моя лихорадочная и отчаянная просьба лишь подлила масла в огонь маминой ярости...,"......Por algum motivo, meus pedidos desesperados apenas adicionaram óleo nas chamas da fúria da mamãe......",……我的拼命恳求，不知为何，反而在妈妈的怒火上浇了油……。,……我的拚命懇求，不知為何，反而在媽媽的怒火上澆了油……。,"... Per qualche ragione, la mia frenetica richiesta ha solo aggiunto benzina al fuoco della rabbia di Mamma...","... Por algún motivo, mi desesperada petición fue como aceite en el fuego de la ira de mamá...",......ﺫﻟﻚ ﺍﻟﺘﻮﺳّﻞ ﺍﻟﻴﺎﺋﺲ ﻣﻨﻲ، ﺯﺍﺩ ﻣﻦ ﻏﻀﺐ ﻣﺎﻣﺎ ﻛﺄﻧﻤﺎ ﺻُﺐَّ ﻋﻠﻴﻪ ﺍﻟﺰﻳﺖ......
,"As I pulled on Sakutaro trying to take him back, Mama pushed my arm aside, and in a bizarre way, she stuck her fingernails on both hands deep into Sakutaro, twisting him......","Mama pushed my arm aside as I tried to grab Sakutaro and snatch him back, and in a bizarre way, she stuck her fingernails on both hands deep into Sakutaro, twisting him... ","Mama pushed my arm aside as I tried to grab Sakutaro and snatch him back, and in a bizarre way, she stuck her fingernails on both hands deep into Sakutaro, twisting him......",ママは、さくたろを奪い返そうとさくたろを引っ張る私の腕を振り払い、異様な感じで両手の爪を立ててさくたろをぐしゃぐしゃに捻りあげる……。,[=JP],"Мама оттолкнула мою руку, пытавшуюся выхватить и отобрать Сакутаро у неё. А затем злобно запустила в него свои ногти, выкручивая его.","Enquanto eu puxava o Sakutaro, tentando pegá‐lo de volta, a mamãe empurrou meu braço e, de uma forma bizarra, ela enfiou as unhas de ambas as mãos profundamente dentro do Sakutaro, torcendo ele......",妈妈甩开了为了抢回樱太郎而拉扯着樱太郎的我的手，以异样的方式，用双手的指甲掐向樱太郎的身体，乱拧乱扯……。,媽媽甩開了為了搶回櫻太郎而拉扯著櫻太郎的我的手，以異樣的方式，用雙手的指甲掐向櫻太郎的身體，亂擰亂扯……。,"Mamma allontanò il mio braccio quando provai a prendere Sakutarou e strapparglielo di mano, e in modo bizzarro, conficco le unghie di entrambe le sue mani dentro Sakutarou, torcendolo...","Mamá apartó mi brazo cuando intentaba agarrar a Sakutaro y arrebatárselo, y de una forma estrafalaria, clavó las uñas de ambas manos en Sakutaro, retorciéndolo...",ﺩﻓﻌﺖ ﻣﺎﻣﺎ ﺫﺭﺍﻋﻲ ﺑﻌﻴﺪًﺍ، ﺗﻠﻚ ﺍﻟﺬﺭﺍﻉ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﺗﺤﺎﻭﻝ ﺍﺳﺘﺮﺩﺍﺩ ﺻﺪﻳﻘﻲ، ﻭﺑﺪﺃَﺕ ﺗﺸﻮّﻩ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻭﺗﻘﻮﻡ ﺑـﻠﻴّﻪ ﺑﻌﻨﻒ ﻭﻫﻲ ﺗُﺪﺧِﻞُ ﺃﻇﺎﻓﺮﻫﺎ ﻓﻴﻪ ﺑﻜﻠﺘﺎ ﻳﺪﻳﻬﺎ......
,"The red scarf, which I had carefully wrapped for him every day, came undone and fell to the floor...","The red muffler, which I had carefully wrapped for him every day, came off and fell to the floor... ","The red muffler, which I had carefully wrapped for him every day, came off and fell to the floor...",毎日、丁寧に巻きなおしてあげていた赤いマフラーが解けて床に落ちる…。,[=JP],"Красный шарф, который я заботливо оборачивала вокруг него каждый день, упал на пол.","Seu cachecol vermelho, o qual eu o enrolava gentilmente todos os dias, se desfez e caiu no chão...",我每天小心翼翼地帮他围好的红围巾松开，掉到了地上…。,我每天小心翼翼地幫他圍好的紅圍巾鬆開，掉到了地上…。,"La sciarpa rossa, che gli avvolgevo con attenzione ogni giorno, si staccò e cadde a terra...","La bufanda roja, que había envuelto con cuidado para él cada día, cayó al suelo...",ﺍﻧﺤﻞّ ﻭﺷﺎﺣﻪ ﺍﻷﺣﻤﺮ، ﺍﻟﺬﻱ ﻛﻨﺖُ ﺃﺣﺮﺹ ﻋﻠﻰ ﻟﻔﻪ ﺑﻌﻨﺎﻳﺔ ﻛﻞ ﻳﻮﻡ، ﻭﺳﻘﻂ ﺃﺭﺿًﺎ...
,"......Sakutarou, who had been so, so precious to me......","...Sakutarou, who had been so, so precious to me... ",[=UP],……大切に大切にしてきたさくたろう……。,[=JP],"Сакуторо, моего ненаглядного, дорогого Сакутаро...","......O Sakutarou, que era tão precioso para mim......",……我一直珍爱得不得了的樱太郎……。,……我一直珍愛得不得了的櫻太郎……。,"... Sakutarou, che era stato così, così prezioso per me...","... Sakutaro, que había sido tan, tan querido para mí...",......ﺳﺎﻛﻮﺗﺎﺭﻭ ﺍﻟﺬﻱ ﺍﻋﺘﻨﻴﺖُ ﺑﻪ ﻭﺣﺎﻓﻈﺖُ ﻋﻠﻴﻪ ﺃﻳﻤﺎ ﻣﺤﺎﻓﻈﺔ......
,"He was crumpled, twisted, torn at with fingernails so much......","...Was twisted, smashed, torn at with fingernails so much... ","It was twisted, smashed, torn at with fingernails so much......",それが、あんなにぐしゃぐしゃに歪んで、捻られて、爪を立てて引っ張られて……。,[=JP],"Выкручивали, давили, безжалостно рвали ногтями...","Ele foi amassado, torcido, rasgado por aquelas unhas......",歪歪扭扭，成了那么一副模样，被指甲又抓又扯……。,歪歪扭扭，成了那麼一副模樣，被指甲又抓又扯……。,"Era stato torto, sbattuto, strappato con le unghie così tanto...","Estaba retorcido, roto, tan desgarrado por las uñas...",ﻫﺎ ﻫﻮ ﺫﺍ ﻳﺘﺸﻮّﻩ ﻭﻳﺘﻠﻮﻯ ﺑﻜﻞ ﻫﺬﺍ ﺍﻟﻌﻨﻒ، ﻭﻳُﺸَﺪّ ﺑﻘﻮﺓ ﺃﻇﺎﻓﺮﻫﺎ......
,He was twisted in pain...his face grimacing...so sadly.........,He was twisted in pain... his face curving... in sadness...... ,"It was twisted painfully, its face grimacing...in sadness.........",　痛そうに歪んでる…、表情を歪めて、悲しんでる………。,痛そうに歪んでる…、表情を歪めて、悲しんでる………。,"Его лицо каменело от боли, искажалось от боли, морщилось от печали.",Ele estava se contorcendo de dor...seu sorriso distorcido...tão triste.........,显得好痛好痛…，面部扭曲，表情哀伤………。,顯得好痛好痛…，面部扭曲，表情哀傷………。,"Si stava contorcendo dolorosamente, il suo volto faceva smorfie... nella tristezza...","Fue retorcido dolorosamente, con su cara haciendo una mueca... de tristeza...",ﻛﺎﻥ ﻳَﺘَﻠَﻮَّﻯ ﻣﻦ ﺍﻷﻟﻢِ...ﺑﻮﺟﻪٍ ﻣُﺘَﺠَﻬِّﻢ......ﻭﺣﺰﻳﻦ......
,Then Mama's fingernails......found a stitch on the neck......and tore it...,Then Mama's fingernails... found a stitch on the neck...... and tore it... ,"Then Mama's fingernails, ......found a stitch on the neck......and tore it...",　そしてママの爪が、……首の縫い目の部分を……裂いて…。,そしてママの爪が、……首の縫い目の部分を……裂いて…。,А затем мамины ногти нашли шов у него на шее... И порвали его...,Então as unhas da mamãe......encontraram uma costura em seu pescoço......e a rasgou...,接着妈妈的指甲，……扯裂了樱太郎脖子上的，……接缝处…。,接著媽媽的指甲，……扯裂了櫻太郎脖子上的，……接縫處…。,Allora le unghie di Mamma... trovarono una cucitura sul collo ... e la strapparono...,"Y entonces las uñas de mamá, encontraron un punto de sutura en el cuello... y lo desgarraron...",ﻭﺑﻌﺪﻫﺎ ﻭﺟﺪﺕ ﻣﺎﻣﺎ......ﻏﺮﺯﺓً ﻓﻲ ﻣﻨﻄﻘﺔ ﻋُﻨِﻘِﻪ......ﻭﻣﺰﻗﺘﻬﺎ...
,......With the fingernails of both hands......she tore him apart............,"...With the fingernails of both hands, ...she tore it apart...... ",......With the fingernails of both hands......she tore it apart............,……両手の爪で……引き裂いて…………。,[=JP],Ногтями обеих рук... она разорвала его...,......Com as unhas de ambas as mãos......ela o partiu ao meio............,……以双手指尖，……用力一撕…………。,……以雙手指尖，……用力一撕…………。,... Con le unghie di entrambe le mani ... lo strappò...,... Con las uñas de ambas manos... lo desgarró...,......ﺑﻜﻠﺘﺎ ﺃﻇﺎﻓﺮ ﺍﻟﻴﺪﻳﻦ......ﺇﺭﺑًﺎ............
,"In that instant, .........Sakutaro's yellow cloth, .........and the cotton inside, ...burst apart......","In that instant, ......Sakutaro's yellow cloth... and the cotton inside...burst apart... ","In that instant, .........Sakutaro's yellow cloth, .........and the cotton inside...burst apart......",その一瞬で、………さくたろが、黄色い布地と、………内側の綿が弾けるように飛び出す……。,[=JP],В этот миг жёлтая ткань Сакутаро и хлопок внутри него разорвались пополам...,"Em um único instante, .........o tecido amarelo do Sakutaro, .........e o algodão dentro dele, ...se separaram......",在那一瞬，………樱太郎那黄色的布，………与内侧的棉花，如弹出来般地，被翻到了外面……。,在那一瞬，………櫻太郎那黃色的布，………與內側的棉花，如彈出來般地，被翻到了外面……。,In quell'istante... la stoffa gialla di Sakutarou... e il cotone all'interno... sbucò fuori...,"Y en ese instante... la tela amarilla de Sakutaro, y el algodón de su interior... prácticamente estallaron...",ﻓﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔِ، .........ﻗﻤﺎﺷﻪ ﺍﻷﺻﻔﺮ، .........ﻭﻗﻄﻨﻪ ﺍﻟﺬﻱ ﻳﺤﺘﻮﻳﻪ، ﺗﻄﺎﻳﺮﺍ......
,It looked almost like moist cotton candy......,It looked almost like moist cotton candy... ,[=UP],それはまるで、湿気った綿飴みたいに見えた……。,[=JP],И он стал чем‐то похож на сахарную вату...,Parece com algodão doce umedecido......,那看起来简直就像是有点湿的棉花糖……。,那看起來簡直就像是有點濕的棉花糖……。,Sembrava quasi dell'umido zucchero filato...,Casi parecía húmedo algodón de azúcar...,ﺑﺪﺍ ﺍﻷﻣﺮ ﻭﻛﺄﻥ ﻣﺎ ﺗﻄﺎﻳﺮ ﺃﺷﺒﻪ ﺑﺤﻠﻮﻯ ﻗﻄﻦٍ ﺭﻃﺒﺔ......
Sakutarou,‘......U‐...............ryu.....................’,‘......U‐...............ryu.....................’ ,"『......U, ............ryu..................』",『……う、……………りゅ…………………、』,[=JP],{p:0:『}У... рю...{m:-5:―――}{p:0:』},[=UP],『……呜、……………溜…………………、』,『……嗚、……………溜…………………、』,{p:0:『}... U... ryu... {p:0:』},‘... U... ryu...’,‘......ﺃﻭ-...............ﺭﻳﻮ.....................’
Ushiromiya Maria,"""...kutaro............?""","""...kutaro............?"" ",[=UP],「…くたろ…………？」,[=JP],"""...кутаро?..""",[=UP],「…太郎…………？」,[=CN],"""... kutaro...?""","""... ¿kutaro?...""","""...ﻛﻮﺗﺎﺭﻭ............?"""
Sakutarou,‘......Ma......ria.........’,‘......Ma......ria.........’ ,『......Ma......ria.........』,『……ま……りあ………。』,『……ま……りあ………』,{p:0:『}.....Ма... рия...{p:0:』},[=UP],『……真……里亚………』,『……真……里亞………』,{p:0:『}... Ma... ria... {p:0:』},‘... Ma... ría...’,‘......ﻣﺎ......ﺭﻳﺎ.........’
Ushiromiya Maria,""".........Sakutaro............""",""".........Sakutaro............"" ",[=UP],「………さくたろ…………。」,「………さくたろ…………」,""".......Сакутаро...""",[=UP],「………樱太郎…………」,「………櫻太郎…………」,"""... Sakutarou...""","""... Sakutaro...""",""".........ﺳﺎﻛﻮﺗﺎﺭﻭ............"""
Sakutarou,‘U......ryu......{m:-5:―――}’,‘U......ryu......{m:-5:―――}’ ,『U......ryu......―――』,『う……りゅ……———』,『う……りゅ……―――』,{p:0:『}У... рю...―――{p:0:』},[=UP],『呜……溜……———』,『嗚……溜……———』,{p:0:『}U... ryu... ―――{p:0:』},‘U... ryu... {m:-5:―――}’,‘ﺃﻭ......ﺭﻳﻮ......{m:-5:―――}’
Ushiromiya Maria,"""...............kutaro............""","""...............kutaro............"" ","""............kutaro.........""",「……………くたろ…………。」,「……………くたろ…………」,"""........кутаро...""",[=UP],「……………太郎…………」,[=CN],"""... kutaro...""",[=ITA],"""...............ﻛﻮﺗﺎﺭﻭ............"""
Sakutarou,‘{m:-5:―}―...... . . .   .         ’,‘{m:-5:―}―...... . . .   .         ’ ,"『――...... .. .・    """,『——……‥‥・　　」,『――……‥‥　　』,{p:0:『}{m:-5:―}―...... . . .   .         {p:0:』},[=UP],『——……‥‥·  』,[=CN],"{p:0:『}――...""",‘{m:-5:―}―...’,[=UP]
Ushiromiya Maria,""".........ta...ro.........""",""".........ta...ro........."" ",[=UP],「………た…ろ………、」,[=JP],""".......та... ро...""",[=UP],「………太…郎………、」,[=CN],"""... ta... ro...""",[=ITA],""".........ﺗﺎ...ﺭﻭ........."""
,‘’,‘’ ,『』,[=OG],[=OG],{p:0:『}{p:0:』},[=UP],[=OG],[=OG],‘...’,[=UP],[=UP]
,...,... ,[=UP],ずい、っと。,[=JP],[=UP],[=UP],呲啦，一声。,呲啦，一聲。,......,[=UP],[=UP]
,.........The crumpled yellow cloth and the cotton candy that was flowing out were thrust right in front of my eyes.,......The crumpled yellow cloth and the cotton candy flowing out were thrust right in front of my eyes. ,[=UP],………黄色いぐしゃぐしゃの布地と溢れ出た綿飴が、私の眼前いっぱいに突きつけられる。,[=JP],Мне под нос сунули мятую жёлтую ткань и торчащую из неё сахарную вату.,.........O amassado tecido amarelo e o algodão doce estavam saindo para fora por sua garganta bem na frente dos meus olhos.,………黄色的皱巴巴的布与满溢出的棉花糖赫然亮在了我的眼前。,………黃色的皺巴巴的布與滿溢出的棉花糖赫然亮在了我的眼前。,... La stoffa gialla sgualcita e lo zucchero filato che stava uscendo fuori erano davanti ai miei occhi.,... La arrugada tela amarilla y el algodón de azúcar que fluían fueron empujados frente a mis ojos.,.........ﻭﻓﺠﺄﺓً، ﺍﻧﺪﻓﻌﺖ ﺃﺣﺸﺎﺀﻩ ﺍﻟﻘﻄﻨﻴﺔ ﺍﻟﺸﺒﻴﻬﺔ ﺑﺤﻠﻮﻯ ﺍﻟﻘﻄﻦ ﺃﻣﺎﻡ ﻧﺎﻇﺮﻱ.
,"Then, ......through Mama's face, the evil being...stated it clearly.","Then, ...through Mama's face, the evil being...stated it clearly. ",[=UP],そして、……ママの表情を通して、邪悪な存在が、はっきりと断言した。,[=JP],А затем... маминым лицом... злая сущность чётко и ясно заявила:,"Então, ......através do rosto da mamãe, aquela existência maligna...ficou clara.",接着，……通过妈妈的表情，邪恶存在明确断言道。,接著，……通過媽媽的表情，邪惡存在明確斷言道。,"Quindi... attraverso il volto di Mamma, la creatura malvagia... lo disse chiaramente.","Entonces... a través de la cara de mamá, el ser malvado... lo dijo claramente.",ﺛﻢ، ......ﻋﺒﺮَ ﻭﺟﻪ ﻣﺎﻣﺎ، ﺃﻛَّﺪَ ﺍﻟﻜﺎﺋﻦ ﺍﻟﺸﺮﻳﺮ...ﺫﻟﻚ ﺑﻮﺿﻮﺡٍ.
Ushiromiya Rosa,"""{i:Sakutarou is dead}.""","""{i:Sakutarou is dead}."" ","""Sakutarou is dead.""",「{i:さくたろうは、死んでしまいました}。」,「{i:さくたろうは、死んでしまいました}」,"""{i:Сакутаро мёртв}.""","""{i:Sakutarou está morto}.""",「{i:樱太郎，已经死了}。」,「{i:櫻太郎，已經死了}。」,"""Sakutarou è morto.""","""{i:Sakutaro está muerto}.""","""{i:ﺳﺎﻛﻮﺗﺎﺭﻭ ﺍﻵﻥ ﻓﻲ ﻋﺪﺍﺩ ﺍﻷﻣﻮﺍﺕ}."""
,mabapennedbisgeck.,mabapennedbisgeck. ,[=UP],まばがぎゅりいを、ゆがべだ。,[=JP],мабасвебнулаемушею.,"mabagagyuriiwo, yugabeta.",妈妈把……扭……。,媽媽把……扭……。,[=UP],[=UP],ﻣﺎﺑﺎﺑﻴﻨﻴﺪﺑﻴﺴﻐﻴﻜﻚ.
,gikuguki......kutaro......sakuta...o...ecknaped.........,gikuguki ......kutaro ......sakuta ...o ...ecknaped......... ,[=UP],　ぎくぐきぃ……くたろ……さくた…ぉ…ぐびぢった………。,ぎくぐきぃ……くたろ……さくた…ぉ…ぐびぢった………。,гикугки.......кутаро.........сакута...о......экнпд...,gikuguki......kutaro......sakuta...o...gubijitta.........,把喘不过………太郎……樱太………了………。,把喘不過………太郎……櫻太………了………。,gikuguki ... kutaro ... sakuta ... o ... lloezzato...,gikuguki... kutaro... sakuta... o... ecknaped...,ﻏﻴﻜﻮﻏﻮﻛﻲ......ﻛﻮﺗﺎﺭﻭ......ﺳﺎﻛﻮﺗﺎ...ﺃﻭ...ﻣﺎﺕ.........
,......uuuuu.,......uuuuu. ,......Uuuuu.,……ううぅ。,[=JP],......У‐у‐у‐у‐у.,[=UP],……呜呜呜。,……嗚嗚嗚。,... Uuuuu.,... uuuuu.,......ﺃﻭﻭﻭﻭ.
,uwaaaaaaaaaaaaauuuuuuuuuu......{n}waaaaaaaaaaaaauuuuuuuuuuuu......,uwaaaaaaaaaaaaauuuuuUwaaaaaaaaaaaaauuuuuuuuuu... ,Uwaaaaaaaaaaaaauuuuuuuuuu......  Waaaaaaaaaaaaauuuuuuuuuuuu......,うわあああああううぅうぅうぅ……。うわああああぁああぅうううぅうぅうぅ……。,うわあああああううぅうぅうぅ……。{n}うわああああぁああぅうううぅうぅうぅ……。,Уа‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а....{n}Ва‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а...,[=UP],呜哇啊啊啊啊啊呜呜呜呜呜呜呜……。{n}呜哇啊啊啊啊啊啊啊呜呜呜呜呜呜呜呜呜……。,嗚哇啊啊啊啊啊嗚嗚嗚嗚嗚嗚嗚……。{n}嗚哇啊啊啊啊啊啊啊嗚嗚嗚嗚嗚嗚嗚嗚嗚……。,Uwaaaaaaaaaaaaauuuuuuuuuu... Waaaaaaaaaaaaauuuuuuuuuuuu...,Uwaaaaaaaaaaaaauuuuuuuuuu...{n}Waaaaaaaaaaaaauuuuuuuuuuuu...,ﻭَﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺃُﻭﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭ......{n}ﻭَﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺃُﻭﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭ......
,gudaro......sagudaro............waaaaaaaaaaaaaaauuuuuuuuu............,gudaro... sagudaro... ...Waaaaaaaaaaaaaaauuuuuuuuu...... ,"gudaro......, sagudaro......, ......waaaaaaaaaaaaaaauuuuuuuuu............",ぐだろ……、さぐだろ……、……うわああぁああああぁあうううぅうぅぅぅ……………。,[=JP],гударо... сагударо... уа‐а‐а‐а‐а‐а‐а‐а‐а‐а...,[=UP],太郎……，樱太郎……，……呜哇啊啊啊啊啊啊啊啊啊呜呜呜呜呜呜呜呜……………。,太郎……，櫻太郎……，……嗚哇啊啊啊啊啊啊啊啊啊嗚嗚嗚嗚嗚嗚嗚嗚……………。,gudaro... sagudaro... ... waaaaaaaaaaaaaaauuuuuuuuu...,gudaro...sagudaro... waaaaaaaaaaaaaaauuuuuuuuu...,ﻏﻮﺩﺍﺭﻭ......ﺳﺎﻏﻮﺩﺍﺭﻭ............ﻭَﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺃُﻭﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭُﻭ............
{f:5:Beatrice},"""{f:5:Maria}...... ......{f:5:Maria}......... ...Do not cry......""","""{f:5:Maria}...... ......{f:5:Maria}......... ...Do not cry..."" ","""MARIA......, ......MARIA............Do not cry......""",「マリア……、……マリア………。…泣くんでない……。」,「マリア……、……マリア………。…泣くんでない……」,"""{f:5:Мария}... {f:5:Мария}... Не плачь...""","""{f:5:Maria}...... ......{f:5:Maria}......... ...Não chore......""",「玛利亚……，……玛利亚………。…不要哭……」,「瑪利亞……，……瑪利亞………。…不要哭……」,"""MARIA... MARIA... non piangere...""","""{f:5:María}... {f:5:María}... No llores.""","""{f:7:ﻣﺎﺭﻳﺎ}...... ......{f:7:ﻣﺎﺭﻳﺎ}......... ...ﻻ ﺗﺒﻜﻲ......"""
Ushiromiya Maria,"""{f:5:Beatrice}, {f:5:Beatrice}...!! Waaaaaaaaaaaaaaaaaahhh!! Waaaaaaaaaaaaaaahhh!!""","""{f:5:Beatrice}, {f:5:Beatrice}...!! Waaaaaaaaaaaaaaaaaahhh!! Waaaaaaaaaaaaaaahhh!!"" ","""Beatrice, Beatrice...!!  Waaaaaaaaaaaaaaaaaahhh!!  Waaaaaaaaaaaaaaahhh!!""",「ベアトリーチェ、ベアトリーチェ…！！　うわああああぁあああぁあぁう！！　うわああああぁあぁうう！！」,[=JP],"""{f:5:Беатриче}, {f:5:Беатриче}! Уа‐а‐а‐а‐а‐а‐а‐а‐а‐а!!! Ва‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!""",[=UP],「贝阿朵莉切，贝阿朵莉切…！！呜哇啊啊啊啊啊啊啊啊啊啊啊呜！！呜哇啊啊啊啊啊啊啊呜呜！！」,「貝阿朵莉切，貝阿朵莉切…！！嗚哇啊啊啊啊啊啊啊啊啊啊啊嗚！！嗚哇啊啊啊啊啊啊啊嗚嗚！！」,"""Beatrice, Beatrice...!! Waaaaaaaaaaaaaaaaaahhh!! Waaaaaaaaaaaaaaahhh!!""","""¡¡{f:5:Beatrice}, {f:5:Beatrice}!!... ¡¡Waaaaaaaaaaaaaaaaaahhh!! ¡¡Waaaaaaaaaaaaaaahhh!!""","""{f:7:ﺑﻴﺎﺗﺮﻳﺲ}، {f:7:ﺑﻴﺎﺗﺮﻳﺲ}...!! ﻭﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﻩ!! ﻭﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﻩ!!"""
