Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Ange,"""......I figured that if I died, then that would be the end of that, more or less. Well, let's just say, I was testing my luck a bit. Put it down to the rashness of youth.""","""...I figured that if I died, then I'd be dead and that would be that, more or less. Well, still, I was testing my luck a bit. Call it youthful zeal."" ","""......I figured that if I died, then I'd be dead and that's it, more or less.  Well, still, I was testing my luck a bit.  It's all because of my youthful zeal.""",「……死んだら死んだで、それまでってことでもいいかなって思いまして。まぁその、ちょっとした運試しです。若気の至りってことで。」,「……死んだら死んだで、それまでってことでもいいかなって思いまして。まぁその、ちょっとした運試しです。若気の至りってことで」,"""......Я просто подумала, что погибни я, то окажусь мёртвой, вот, более‐менее, и всё. Ну, всё‐таки я ещё и немного испытывала свою удачу. Всё из‐за моей юношеской порывистости.""","""......Eu percebi que se eu tivesse morrido, então isso seria o fim de tudo. Bem, digamos que eu estava testando um pouco minha sorte. Chame isso de indiscrição juvenil.""",「……我是觉着，要是死了也就这么算了，就这样不也挺好的嘛。这个是小小的试运气。年轻所致。」,「……我是覺著，要是死了也就這麼算了，就這樣不也挺好的嘛。這個是小小的試運氣。年輕所致。」,"""... Ho pensato che se fossi morta, sarei morta e basta, qualcosa del genere. {n}Beh, comunque, stavo testando un po' la mia fortuna. È tutto a causa del mio fervore giovanile.""","""... Supuse que si moría, entonces estaría muerta y eso es todo, más o menos. Bien, aun así, estaba probando un poco mi suerte. Fue por mi entusiasmo juvenil.""","""......ﻛﻨﺖُ ﺃﺣﺴﺐ ﺃﻥ ﻣﻮﺗﻲ ﻟﻦ ﻳﻜﻮﻥ ﻓﺎﺟﻌﺔً ﻷﺣﺪ. ﻣﻬﻤﺎ ﻳﻜﻦ، ﻛﻨﺖ ﺃﺧﺘﺒﺮ ﺣﻈﻲ، ﻟﻨﻘﻞ ﺇﻧﻪ ﻃﻴﺶ ﺷﺒﺎﺏ."""
,"Ange shrugged coldly, as though saying that she'd had enough of that topic.","As though saying that she'd had enough of that topic, Ange shrugged coldly. ","As though saying that she'd had enough of that topic, Ange shrugged coldly.",縁寿は、その話はもういいとでも言うように、素っ気無く肩をすくめる。,[=JP],"Как бы говоря, что ей надоела эта тема, Энджи холодно пожала плечами.","Ange deu de ombros, como se dissesse que já bastava daquele assunto.",如在说“别再提这事了”似的，缘寿不客气地耸了耸肩。,如在說“別再提這事了”似的，緣壽不客氣地聳了聳肩。,"Come per dire che ne aveva abbastanza di quell'argomento, Ange si chiuse freddamente nelle spalle.","Ange, como diciendo que ya había tenido suficiente de ese tema, se encogió de hombros fríamente.",ﻛﻤﻦ ﺗﻘﻮﻝ ﺑﺄﻧّﻬﺎ ﺳﺌﻤﺖ ﻣﻦ ﻫﺬﺍ ﺍﻟﻤﻮﺿﻮﻉ، ﻫﺰّﺕ ﺇﻧﺠﻲ ﻛﺘﻔﻴﻬﺎ ﺑﺒﺮﻭﺩ.
,"At this, the old gentleman, who was looking at the world below through the window, burst into laughter.","Seeing that, the old gentleman, who was looking at the world below through a crack in the blinds, cackled. ","Seeing that, the old gentleman, who was looking at the world below through a crack in the blinds, cackled.",その様子に、ブラインドの隙間から眼下の下界を見下ろす老紳士はからからと笑った。,その様子に、眼下の下界を見下ろす老紳士はからからと笑った。,"Увидев это, немолодой джентльмен, наблюдавший за миром внизу через щели в жалюзи, захихикал.","Nisto, o velho cavalheiro, que observava o mundo abaixo pela janela, explodiu em risos.",对于她的这副样子，正在俯瞰着眼下尘世的老绅士回以了哈哈一笑。,對於她的這副樣子，正在俯瞰著眼下塵世的老紳士回以了哈哈一笑。,"Vedendo ciò, il vecchio signore, che stava ammirando il mondo attraverso una fessura nelle tende, sghignazzò.","Al ver eso, el caballeroso anciano, que estaba mirando al mundo a través de una grieta en las persianas, rió.",ﻓﻀﺤﻚ ﺍﻟﺮﺟﻞ ﻭﻫﻮ ﻳﻄﻞ ﻣﻦ ﺍﻟﻨﺎﻓﺬﺓ ﻋﻠﻰ ﻣﺎ ﺗﺤﺘﻬﺎ.
,"""So you were testing your luck...! My, my, you truly are Kinzo‐san's grandchild. The nerve to entrust yourself to chance, to put your life in the hands of the gods and think nothing of it. ...The Chairman was also a person who could stake her life on a bet like it was nothing—wonder if this is all part of the Ushiromiya blood.""","""So, you were testing your luck, is that it...? My, my, you truly are Kinzo-san's grandchild. The nerve to trust your life to chance. ...The Chairman was also a woman who could stake her life on a bet like it was nothing, so maybe this really is the Ushiromiya blood at work. ","""So, you were testing your luck...!  My, my, you truly are Kinzo-san's grandchild.  The nerve to trust your life to chance.  ...The Chairman was also a person who could stake her life on a bet like it was nothing, so is this the Ushiromiya blood as well?",「運試しと来たか…！いやはや、やっぱり金蔵さんのお孫さんだねぇ。運否天賦に命を預けてもけろりとしてる、その度胸。…会長も博打に平気で命を賭けられる人だったが、これも右代宮の血なのかねぇ。,「運試しと来たか…！　いやはや、やっぱり金蔵さんのお孫さんだねぇ。運否天賦。天の流れに命を預けてもけろりとしてる、その度胸。…会長も博打に平気で命を賭けられる人だったが、これも右代宮の血なのかねぇ」,"""Итак, ты испытывала удачу!.. Ай‐яй, ты действительно внучка Кинзо. Хладнокровно доверить свою жизнь случаю. ...Председательница тоже была человеком, способным с лёгкость поставить на кон свою жизнь. Значит, так проявляется кровь Уширомии?""","""Então você estava testando a sua sorte...? Ora, ora, você é realmente neta do Kinzo‐san. A tensão de confiar a si mesma essa oportunidade, de colocar sua vida nas mãos dos deuses e pensar que não foi nada demais. ...A presidente também era uma mulher que apostaria sua vida em uma situação como essa como se não fosse nada demais — talvez isso seja mesmo parte do sangue dos Ushiromiya.""",「杀来个试运气啊…！哎呀啊呀，果然是金藏先生的孙女儿啊。听天由命。瞧这份将性命交给了运气天数也照样泰然自若的胆识。…会长也是个会面不改色地赌上性命之人，这也是源自右代宫之血脉么？」,「殺來個試運氣啊…！哎呀啊呀，果然是金藏先生的孫女兒啊。聽天由命。瞧這份將性命交給了運氣天數也照樣泰然自若的膽識。…會長也是個會面不改色地賭上性命之人，這也是源自右代宮之血脈麼？」,"""Quindi stavi mettendo alla prova la tua fortuna...! Accidenti, sei davvero la nipote di Kinzo-san. Il coraggio di mettere la tua vita nelle mani del caso. ... Anche la Presidentessa era una persona in grado di mettere in gioco la sua vita come se nulla fosse, quindi è questo il sangue degli Ushiromiya?","""¡Así que estabas probando tu suerte!... Vaya, vaya, de verdad eres la nieta de Kinzo-san. El coraje de confiar tu vida al azar... La Presidenta era también una persona que podía jugarse su vida en una apuesta como si nada, ¿así que esta también es la sangre Ushiromiya?""","""ﺗﺨﺘﺒﺮﻳﻦ ﺣﻈﻚ ﺇﺫًﺍ...! ﻻ ﻋﺠﺐ، ﺇﻧّﻚ ﺣﻘًﺎ ﺣﻔﻴﺪﺓ ﻛﻴﻨﺰﻭ-ﺳﺎﻥ. ﺃﻥ ﺗُﺴﻠﻤﻲ ﺭﻭﺣﻚ ﻟﻤﺸﻴﺌﺔ ﺍﻟﺴﻤﺎﺀ ﺩﻭﻥ ﻭﺟﻞ، ﺫﻟﻚ ﻣﻌﺪﻥ ﺷﺠﺎﻋﺘﻚ. ...ﻛﺎﻧﺖ ﺍﻟﺮﺋﻴﺴﺔ ﺃﻳﻀًﺎ ﺍﻣﺮﺃﺓً ﻻ ﺗﺘﻮﺍﻧﻰ ﻋﻦ ﺍﻟﻤﻘﺎﻣﺮﺓ ﺑﺤﻴﺎﺗﻬﺎ، ﻻ ﺑﺪّ ﺃﻥّ ﻫﺬﺍ ﻳﺴﺮﻱ ﻓﻲ ﺩﻣﺎﺀ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ."""
,"""......You really are going to be something big in the future. Take my advice. Why not put this running away from home act behind you and return to the Sumadera family?""","...You really will make it big in the future. Please, let me be blunt. Why not give up this running away from home act and return to the Sumadera family?"" ","  ......You really will be something big in the future.  I won't say anything bad.  Why not give up this running away from home act and return to the Sumadera family?""",……やっぱりあんた、将来大物になるよ。悪いことは言わない。家出ごっこはこの辺で切り上げて、須磨寺の家に戻ったらどうだい。」,「……やっぱりあんた、将来大物になるよ。悪いことは言わない。家出ごっこはこの辺で切り上げて、須磨寺の家に戻ったらどうだい」,"""......В будущем ты действительно станешь крупной личностью. Я не хочу сказать ничего плохого. Почему бы не отказаться от этого побега из дома и не вернуться в семью Сумадера?""","""......Você realmente vai ter sucesso em seu futuro. Aceite meu conselho. Por que não coloca tudo isso de lado, desiste de fugir, e retorna para a família Sumadera?""",「……果然，你将来会成为大人物啊。我的话不会错的。离家出走的游戏就此打住，回须磨寺家如何？」,「……果然，你將來會成為大人物啊。我的話不會錯的。離家出走的遊戲就此打住，回須磨寺家如何？」,"... Diventerai davvero grande in futuro. Non dirò nulla di male. Perché non lasci perdere questa commedia della fuga da casa e torni alla famiglia Sumadera?""","""... Realmente serás alguien grande en el futuro. Sigue mi consejo. ¿Por qué no renunciar a estas huídas de casa y regresar a la familia Sumadera?""","""......ﺃﻧﺎ ﻣﺘﺄﻛﺪ ﻣﻦ ﺃﻧّﻚ ﺳﺘﻐﺪﻳﻦ ﺫﺍﺕ ﻣﻜﺎﻧﺔٍ ﻓﻲ ﺍﻟﻤﺴﺘﻘﺒﻞ. ﻟﺬﺍ ﺧﺬﻱ ﺑﻨﺼﻴﺤﺘﻲ. ﻟﻤﺎﺫﺍ ﻻ ﺗﺘﻮﻗﻔﻴﻦ ﻋﻦ ﺗﺼﺮﻓﺎﺕ ﺍﻟﻬﺮﻭﺏ ﻣﻦ ﺍﻟﻤﻨﺰﻝ ﻫﺬﻩ ﻭﺗﻌﻮﺩﻳﻦ ﺇﻟﻰ ﻋﺎﺋﻠﺔ ﺳﻮﻣﺎﺩﻳﺮﺍ؟"""
Ushiromiya Ange,"""I heard that Mom had a bad relationship with her family. I don't want to go to the house of people I first met at a funeral.""","""I heard that Mom had a bad relationship with her family. I don't want to go to the house of people I first met at a funeral."" ","""I heard that Mom had a bad relationship with her family.  I don't want to go to the house of people I first met at a funeral.""",「お母さん、実家と仲が悪かったって聞いてます。お葬式で初対面の人の家になんて、行きたくないです。」,「お母さん、実家と仲が悪かったって聞いてます。お葬式で初対面の人の家になんて、行きたくないです」,"""Я слышала, что у мамы были плохие отношения с семьёй. Я не хочу идти в дом к людям, которых я впервые встретила на похоронах.""","""Eu ouvi que minha mãe tinha uma péssima relação com a família dela. Não quero ir para a casa de pessoas que eu encontrei pela primeira vez em um funeral.""",「听说妈妈与老家的关系不好。我才不想去在葬礼上头一次见的人的家。」,「聽說媽媽與老家的關係不好。我才不想去在葬禮上頭一次見的人的家。」,"""Ho sentito dire che Mamma non era in buoni rapporti con la sua famiglia. {n}Non voglio vivere da persone che ho incontrato per la prima volta ad un funerale.""","""Escuché que mamá se llevaba mal con su familia. No quiero ir a la casa de unas personas a quienes conocí en un funeral.""","""ﺳﻤﻌﺖُ ﺑﺄﻥّ ﺃﻣﻲ ﻛﺎﻧﺖ ﻋﻠﻰ ﻋﻼﻗﺔ ﺳﻴﺌﺔ ﻣﻊ ﻋﺎﺋﻠﺘﻬﺎ. ﻛﻤّﺎ ﺃﻧّﻲ ﻻ ﺃﺭﻳﺪ ﺍﻟﺬﻫﺎﺏ ﺇﻟﻰ ﻣﻨﺰﻝ ﺃﺷﺨﺎﺹ ﻗﺎﺑﻠﺘﻬﻢ ﻷﻭﻝ ﻣﺮﺓ ﻓﻲ ﺟﻨﺎﺯﺓ."""
,The Sumadera ({p:0:須磨寺}) family is my mom's family.,The Sumaderas are Mom's family. ,"The Sumadera family was her mother's family.",須磨寺家は母の実家だ。,[=JP],"Семья Сумадера ({p:0:須磨寺}) была семьёй, из которой происходила её мать.",A família Sumadera ({p:0:須磨寺}) é a família da minha mãe.,须磨寺家是妈妈的老家。,須磨寺家是媽媽的老家。,La famiglia Sumadera era la famiglia di mia Madre.,La familia Sumadera ({p:0:須磨寺}) era la familia de mi mamá.,ﻋﺎﺋﻠﺔ ﺳﻮﻣﺎﺩﻳﺮﺍ ({p:0:須磨寺}) ﻫﻲ ﻋﺎﺋﻠﺔ ﺃﻣﻲ.
,"It's a bit of an old family from Kyoto, and unbelievably strict in a way you could never have imagined from the frank way Mom acted.","They're an old family from Kyoto, and compared to Mom's frank attitude, unbelievably strict. ","It was a bit of an old family from Kyoto, and compared to Mom's frank appearance, unbelievably strict.",京都のちょっとした旧家で、お母さんのフランクな様子からは想像もつかないくらいに厳格な一族だ。,[=JP],"Это была немного старинная и, по сравнению с открытой натурой мамы, невероятно строгая семья из Киото.","Eles são uma antiga família de Quioto e, inacreditavelmente rigorosos, de tal forma que você nunca imaginaria, visto a forma franca que a minha mãe agia.",他们乃是京都小有名气的世家，从平易近人的妈妈身上根本想象不到，这是多么古板严格的家族。,他們乃是京都小有名氣的世家，從平易近人的媽媽身上根本想像不到，這是多麼古板嚴格的家族。,"Era una vecchia famiglia di Kyoto, e paragonata alla schiettezza di Mamma, incredibilmente rigida.","Era una antigua familia de Kioto, cuya disciplina contrastaba fuertemente con el carácter amable de mamá.",ﻭﻫﻲ ﻋﺎﺋﻠﺔ ﺗﻨﺤﺪﺭ ﻣﻦ ﺳﻼﻟﺔ ﻋﺮﻳﻘﺔ ﺗﻌﻴﺶ ﻓﻲ ﻛﻴﻮﺗﻮ، ﺑﺎﻟﻐﺔ ﺍﻟﺼﺮﺍﻣﺔ ﻋﻠﻰ ﻧﺤﻮ ﻻ ﻳﻠﻴﻖ ﺑﻄﺒﻊ ﺃﻣﻬﺎ ﺍﻟﻤﺘﺴﺎﻫﻞ.
,"The only person in the Sumadera family I had been on good terms with was Grandpa, who was living separately under the guise of retirement.","The only Sumadera I'd been on good terms with was Grandpa, who was living apart from his family under the guise of retirement. ","The only person in the Sumadera family I had been on good terms with was Grandpa, who was living separately under the guise of retirement.",私が唯一、須磨寺家で仲が良かったのは、隠居という名の別居をしているお祖父ちゃんだけだった。,[=JP],"Единственным человеком из семьи Сумадера, с которым я была в хороших отношениях, являлся дедушка, живший отдельно под предлогом отставки.","A única pessoa na família Sumadera que eu me dava bem era meu avô, que vivia separado, sob o disfarce de uma aposentadoria.",我唯一相处得不错的须磨寺家的人，是名为隐居，实为分居的外公。,我唯一相處得不錯的須磨寺家的人，是名為隱居，實為分居的外公。,"L'unica persona nella famiglia Sumadera con cui sono stata in buoni rapporti era il Nonno, che viveva da solo con la scusa di essersi ritirato.","La única persona de los Sumadera con la que me había llevado bien había sido el abuelo, quien no vivía con ellos, por su jubilación.",ﻭﻣﻘﺎﺭﻧﺔ ﺑﻌﻼﻗﺔ ﺃﻣﻲ ﺍﻟﻮﺍﺿﺤﺔ ﻭﺍﻟﺼﺎﺭﻣﺔ ﻣﻌﻬﻢ، ﻓﻘﺪ ﻛﺎﻧﺖ ﺻﻠﺘﻲ ﺍﻟﻮﺣﻴﺪﺓ ﺑﻬﻢ ﻫﻲ ﻋﺒﺮ ﺟﺪﻱ، ﺍﻟﺬﻱ ﻛﺎﻥ ﻳﻌﻴﺶ ﺑﻤﻨﺄﻯ ﻋﻨﻬﻢ.
,"Mom, too, kept up contact only with Grandpa, and had nothing to do with the rest of the family at all, nor they with her, to an ugly degree.","Mom kept in touch with him too, but she avoided the rest of the family completely, almost hostilely so. ","Mom also interacted only with Grandpa, but she hadn't interacted with the rest of the family at all, almost hostilely so.",母も、お祖父ちゃんとだけは交流を持っていたが、他の親族には険悪なまでに一切、関わり合わなかった。,[=JP],"Мама тоже общалась только с дедушкой, с почти что враждебностью не удостаивая слов остальных членов своей семьи.","Minha mãe também mantinha contato com ele, mas evitava manter contato com o resto da família, quase que de forma hostil.",妈妈也仅与外公有来往，与其他亲戚关系差到了极点，互无任何往来。,媽媽也僅與外公有來往，與其他親戚關係差到了極點，互無任何往來。,"Anche Mamma interagiva solo col Nonno, ma non curava per niente il resto della sua famiglia, come se ci fosse una grande ostilità.","Mamá también trataba solo con él, evitando al resto de la familia, lo cual fue considerado por los Sumadera, como un acto hostil.",ﻛﺎﻧﺖ ﺃﻣﻲ ﺗﺘﻮﺍﺻﻞ ﻣﻌﻪ ﺃﺣﻴﺎﻧًﺎ، ﻟﻜﻦ ﻟﺴﺒﺐٍ ﻣﺎ، ﻗﻄﻌﺖ ﻋﻼﻗﺘﻬﺎ ﺑﺒﺎﻗﻲ ﺃﻗﺎﺭﺑﻬﺎ ﺟﻤﻴﻌًﺎ.
,"Even for me, Grandpa's house was the only part of the Sumadera family I ever went to visit.","So when I went out to play with the Sumadera family, it was always Grandpa's house I visited. ","I also only went to Grandpa's house whenever I went to play at the Sumadera family.",私も、須磨寺家で遊びに行ったのはお祖父ちゃんの家だけだ。,[=JP],"Когда ездила в гости к семье Сумадера, чтобы поиграть, то тоже посещала лишь дом дедушки.","Mesmo para mim, a casa do meu avô era a única parte da família Sumadera que eu ia visitar.",我去须磨寺家玩时，也仅去过外公的家。,我去須磨寺家玩時，也僅去過外公的家。,Anche io andavo soltanto a casa del Nonno ogni volta che andavo a giocare da loro.,"Así que para mí, ir de visita a jugar con la familia Sumadera, era en realidad, ir a visitar solo al abuelo.",ﻟﺬﺍ، ﻛﺎﻥ ﺍﻟﻤﻨﺰﻝ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﺃﺯﻭﺭﻩ ﻣﻦ ﻋﺎﺋﻠﺔ ﺳﻮﻣﺎﺩﻳﺮﺍ ﻫﻮ ﻣﻨﺰﻝ ﺟﺪﻱ.
,"Being young, I hadn't really understood it at the time, but I hear that Grandpa, as a man who married into his wife's family, was in an extremely weak position, and his relationship with Grandma was also bad.","When I was young, I didn't really understand it, but I hear that Grandpa was in an extremely weak position, as a man who'd moved into his wife's family register, and his relationship with Grandma was also bad. ","When I was young, I hadn't really understood it at the time, but I hear that Grandpa, as a man who married into his wife's family, was in an extremely weak position, and his relationship with Grandma was also bad.",幼い私は、当時はよくわからなかったが、お祖父ちゃんは入り婿で立場も非常に弱く、お祖母ちゃんとの仲も悪かったという。,[=JP],"Будучи маленькой девочкой, я не могла понять всех деталей, но слышала, что дедушка, вошедший в семью Сумадера через брак, занимал в ней очень слабое положение, а его отношения с бабушкой также были неважными.","Por ser jovem, eu não entendia naquela época, mas ouvi do meu avô, que se casou para entrar nos registros da família, que ele tinha uma posição extremamente fraca, e que sua relação com minha avó também era ruim.",幼小的我当时并不是很清楚，外公是上门女婿，地位非常低，与外婆的关系也不好。,幼小的我當時並不是很清楚，外公是上門女婿，地位非常低，與外婆的關係也不好。,"Quando ero giovane, non avevo completamente capito, ma avevo sentito dire che il Nonno, come uomo che si era unito alla famiglia della moglie, era in una posizione estremamente debole, e anche la sua relazione con la Nonna non era buona.","Cuando era pequeña, no lo llegaba a entender, pero escuché que el abuelo entró a la familia de su esposa, y estaba en una posición extremadamente débil, además de que su relación con la abuela también era mala.",ﻋﻨﺪﻣﺎ ﻛﻨﺖ ﺻﻐﻴﺮﺓ، ﻟﻢ ﺃﻋﻲ ﺫﻟﻚ ﺣﻘًﺎ، ﻟﻜﻨﻨﻲ ﺳﻤﻌﺖُ ﺃﻥ ﺟﺪﻱ ﻛﺎﻥ ﻓﻲ ﻣﻮﻗﻒٍ ﺿﻌﻴﻒٍ ﻟﻠﻐﺎﻳﺔ، ﺑﺼﻔﺘﻪٍ ﺭﺟﻼً ﺗﻢ ﺿﻤﻪ ﺇﻟﻰ ﺳﺠﻞ ﻋﺎﺋﻠﺔ ﺯﻭﺟﺘﻪ، ﺣﻴﺚ ﻛﺎﻧﺖ ﻋﻼﻗﺘﻪ ﻣﻊ ﺟﺪﺗﻲ ﺳﻴﺌﺔً ﺃﻳﻀًﺎ.
,"...In fact, maybe you could even have said that he was hated by Grandma, and confined to the house.",...You might even say that Grandma hated him and confined him to the house. ,"...Maybe you could even say that he was actually hated by Grandma, and confined to the house.",…むしろ、お祖母ちゃんに嫌われ、蟄居させられていたとすら、言い切れたかもしれない。,[=JP],"...Наверное, можно даже сказать, что бабушка его ненавидела, и он являлся заключённым в доме.","...Você poderia até dizer que por ele odiar minha avó, ele se confinou naquela casa.",…倒不如说，甚至能将此说成，是外公遭外婆讨厌，被其打入了冷宫，也说不定。,…倒不如說，甚至能將此說成，是外公遭外婆討厭，被其打入了冷宮，也說不定。,"... Forse si potrebbe dire addirittura che era davvero odiato dalla Nonna, ed era confinato in casa.","... Tal vez podría decir que él realmente era odiado por la abuela, y estaba confinado en aquella casa.",...ﻳُﻘﺎﻝ ﺇﻥ ﺟﺪﺗﻲ ﻛﺎﻧﺖ ﺗﻜﺮﻫﻪ ﻭﺗﺤﺒﺴﻪ ﻓﻲ ﺍﻟﻤﻨﺰﻝ.
,"It isn't hard to imagine that because she had a soft spot for Grandpa alone, Mom was probably also hated by the Sumadera family.","It isn't hard to imagine that, because she had a soft spot for Grandpa alone, Mom was also hated by the Sumaderas. ","It isn't hard to imagine that because she had a soft spot for Grandpa alone, Mom was probably also hated by the Sumadera family.",そんなお祖父ちゃんにだけ心を許していたということは、恐らく、母も、須磨寺家には嫌われていただろうことは、想像に難くない。,[=JP],"Не трудно было себе представить, что поскольку она тепло относилась лишь к дедушке, семья Сумадера, должно быть, ненавидела и маму.","Não é difícil que, por ela ter um ponto fraco em relação ao meu avô, que minha mãe também nutria um ódio pela família Sumadera.",不难想象，只会与外公交心，恐怕是代表着，妈妈也遭须磨寺家的厌恶。,不難想像，只會與外公交心，恐怕是代表著，媽媽也遭須磨寺家的厭惡。,"Non è difficile immaginare che a causa dell'affetto per il solo Nonno, anche Mamma era probabilmente odiata dalla famiglia Sumadera.","No es difícil imaginar que mamá era odiada por la familia Sumadera, por llevarse bien nada más que con el abuelo.",ﻭﻧﻈﺮًﺍ ﻷﻥ ﺃﻣﻲ ﻛﺎﻧﺖ ﺗﻌﺎﻣﻞ ﺟﺪﻱ ﻭﺣﺪﻩ ﺑﻠﻄﻒ، ﻓﻠﻴﺲ ﻣﻦ ﺍﻟﻐﺮﻳﺐ ﺍﻻﻓﺘﺮﺍﺽ ﺑﺄﻥ ﻋﺎﺋﻠﺔ ﺳﻮﻣﺎﺩﻳﺮﺍ ﻛﺎﻧﻮﺍ ﻳﻜﺮﻫﻮﻧﻬﺎ ﺑﺸﺪﺓ.
,"As her daughter, I was probably also hated quite a bit.","Since I was her daughter, they probably hated me quite a bit too. ","As her daughter, I was probably also hated quite a bit.",その娘である私も、さぞや嫌われていたことだろう。,[=JP],"И мне, как её отпрыску, наверняка тоже изрядно перепадало этой ненависти.","Por ser sua filha, eles provavelmente também me odeiam um pouco.",身为妈妈女儿的我，想必也挺遭他们厌恶的吧。,身為媽媽女兒的我，想必也挺遭他們厭惡的吧。,"Come sua figlia, anche io probabilmente sono piuttosto odiata.","Como su hija, probablemente también me odiasen bastante.",ﻭﻷﻧّﻲ ﺍﺑﻨﺘﻬﺎ...، ﻓﻐﺎﻟﺒًﺎ ﺃﻥ ﺍﻷﻣﺮ ﺫﺍﺗﻪ ﻳﻨﻄﺒﻖ ﻋﻠﻲّ.
,"And yet, they had appeared for the first time at my parents' funeral, shamelessly going on about how I'd grown, like they could actually act like family after all this time...","And yet, they appeared for the first time at Mom's funeral, shamelessly going on about how big I'd gotten, like they could actually act like family after all this time... ","And yet, they had appeared for the first time at Mom's funeral, shamelessly going on about how big I'd gotten, like they could actually act like family after all this time...",にもかかわらず、お母さんたちのお葬式の時に初めて現れて、大きくなったわね、何てしゃあしゃあとのたまって、よくも今さら親族面が出来るものだ…。,[=JP],"И тем не менее, они появились в первый раз на похоронах мамы, бесстыже разглагольствуя, как же я выросла, словно могли вести себя как настоящая семья после всего этого времени...","E ainda assim, eles apareceram para mim pela primeira vez no funeral dos meus parentes, falando como eu havia crescido, sem vergonha alguma, como se eles realmente quisessem agir como uma família depois de tanto tempo...",可尽管如此，他们却在举办妈妈他们的葬礼时头一次冒了出来，不要脸地说着什么“长大了呢”，真亏他们都事到如今了，还敢摆出副亲戚样…。,可儘管如此，他們卻在舉辦媽媽他們的葬禮時頭一次冒了出來，不要臉地說著什麼“長大了呢”，真虧他們都事到如今了，還敢擺出副親戚樣…。,"E tuttavia, sono comparsi per la prima volta al funerale di Mamma, parlando senza vergogna di come mi fossi fatta grande, come se potessero comportarsi come una famiglia dopotutto questo tempo...","Y aun así, aparecieron por primera vez en el funeral de mamá, comentando descaradamente cuánto había crecido, como si pudiesen actuar como una familia después de todo este tiempo...","ﺭﻏﻢ ﻛﻞّ ﻫﺬﺍ، ﻇﻬﺮﻭﺍ ﻷﻭﻝ ﻣﺮﺓ ﻓﻲ ﺟﻨﺎﺯﺓ ﺃﻣﻲ، ﻭﻗﺎﻟﻮﺍ ﻟﻲ ﺑﻜﻞ ﻭﻗﺎﺣﺔ: ""ﻟﻘﺪ ﻛﺒﺮﺕِ ﻳﺎ ﺣﻠﻮﺓ"" ﻳﺎ ﻟﻠﻮﻗﺎﺣﺔ ﻣﻨﻬﻢ ﺃﻥ ﻳﺘﺼﻨﻌﻮﺍ ﺍﻟﻘﺮﺍﺑﺔ ﺑﻌﺪ ﻛﻞ ﻫﺬﺍ ﺍﻻﻧﻘﻄﺎﻉ!"
