Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Ange,"""......Mr. Tohya. ......Would you mind meeting with me just one last time? There's a place I feel I need to show you.""","""...Mr. Tohya, ...would you mind meeting with me just one last time? There's a place I feel I need to show you."" ","""......Mr. Tohya. ......Would you mind meeting with me just one last time? There's a place I feel I need to show you.""",「……十八先生。……最後にもう一度だけ、お会いして下さいませんか。どうしても先生を、ご案内したい場所があるんです。」,「……十八先生。……最後にもう一度だけ、お会いして下さいませんか。どうしても先生を、ご案内したい場所があるんです」,"""......Мистер Тойя. .....Вы не против встретиться со мной ещё всего раз? Мне нужно показать вам одно место.""","""......Tohya‐sensei. ......Se importaria se nos encontrássemos uma última vez? Tem um lugar que eu sinto que preciso mostrar a você.""",「……十八老师。……能请您最后再与我见面一次么？我有个无论如何，都想要带先生去的地方。」,「……十八老師。……能請您最後再與我見面一次麼？我有個無論如何，都想要帶先生去的地方。」,"""... Mr. Tohya. ... Sarebbe un problema incontrarsi con me solo un'ultima volta? C'è un posto che sento di doverle mostrare.""","""......Mr. Tohya. ......Would you mind meeting with me just one last time? There's a place I feel I need to show you.""","""... Sr. Tohya. ¿Le importaría reunirse conmigo solo una vez más? Hay un lugar que siento que necesito enseñarle.""","""......Mr. Tohya. ......Would you mind meeting with me just one last time? There's a place I feel I need to show you.""","""......Mr. Tohya. ......Would you mind meeting with me just one last time? There's a place I feel I need to show you.""","""......Mr. Tohya. ......Would you mind meeting with me just one last time? There's a place I feel I need to show you.""","""......Mr. Tohya. ......Would you mind meeting with me just one last time? There's a place I feel I need to show you."""
Hachijo Tohya,"""..................... ......Sure, I don't mind.""","""............ ...Sure, I don't mind."" ","""...........................Sure, I don't mind.""",「…………………。……えぇ、いいですとも。」,「…………………。……えぇ、いいですとも」,""".....................Конечно, я не возражаю.""","""..................... ......Claro, eu não me importo.""",「…………………。……嗯，好的。」,「…………………。……嗯，好的。」,"""... Certo, mi va bene.""","""..................... ......Sure, I don't mind.""","""... Claro, no me importa.""","""..................... ......Sure, I don't mind.""","""..................... ......Sure, I don't mind.""","""..................... ......Sure, I don't mind.""","""..................... ......Sure, I don't mind."""
,"From my handbag, I pulled an invitation, which had been printed on a sheet of A4 paper and folded into four.","From my handbag, I pulled an invitation written on a folded up piece of A4 paper. ","From my handbag, I pulled an invitation written on a folded up piece of A4 paper.",私はハンドバッグの中から、四つに畳まれたＡ４の案内状を手渡す。,私はハンドバッグの中から、四つに畳まれたＡ４の案内状を手渡す。,"Я достала из сумки приглашение, написанное на сложенном листе бумаги формата А4.","De dentro da minha bolsa, eu tirei um convite, que foi impresso em uma folha A4 e dobrado em quatro.",我从手包中，拿出了折成四层的 A4 大小的地图交给他们。,我從手包中，拿出了折成四層的 A4 大小的地圖交給他們。,"Dalla mia borsa, tirai fuori un invito scritto su un foglio A4 piegato.","From my handbag, I pulled an invitation, which had been printed on a sheet of A4 paper and folded into four.",Saqué de mi bolso una invitación escrita en un papel doblado de tamaño A4.,"From my handbag, I pulled an invitation, which had been printed on a sheet of A4 paper and folded into four.","From my handbag, I pulled an invitation, which had been printed on a sheet of A4 paper and folded into four.","From my handbag, I pulled an invitation, which had been printed on a sheet of A4 paper and folded into four.","From my handbag, I pulled an invitation, which had been printed on a sheet of A4 paper and folded into four."
,The pair of them unfolded it.,The pair of them spread it out. ," The pair of them spread it out.",二人はそれを広げる。,二人はそれを広げる。,Они вдвоём развернули его.,Os dois o desdobraram.,两人将它打开。,兩人將它打開。,La coppia lo spiegò.,The pair of them unfolded it.,La pareja lo extendió.,The pair of them unfolded it.,The pair of them unfolded it.,The pair of them unfolded it.,The pair of them unfolded it.
Hachijo Ikuko,"""My. Now this looks like a splendid event.""","""My, my. Now this looks like a splendid event."" ","""My. Now this looks like a splendid event.""",「おや。これは素敵な催しですね。」,「おや。これは素敵な催しですね」,"""Надо же. Великолепное событие, как я вижу.""","""Ora? Parece ser um evento maravilhoso.""",「哦呀。这可真是绝佳的招待。」,「哦呀。這可真是絕佳的招待。」,"""Cielo. Sembra un evento splendido.""","""My. Now this looks like a splendid event.""","""Vaya. Parece un evento espléndido.""","""My. Now this looks like a splendid event.""","""My. Now this looks like a splendid event.""","""My. Now this looks like a splendid event.""","""My. Now this looks like a splendid event."""
Hachijo Tohya,""".........Come to think of it, you have been involved in a lot of things besides novels, haven't you?""","""......Come to think of it, you've been involved in a lot of things besides novels, haven't you?"" ",""".........Come to think of it, you have been involved in a lot of things besides novels, haven't you?""",「………そういえば先生は、小説の他にも、色々とご活躍でいらっしゃいましたね。」,「………そういえば先生は、小説の他にも、色々とご活躍でいらっしゃいましたね」,""".........Если подумать, вы ведь участвовали и во многом другом, помимо написания романов?""",""".........Pensando nisso, você tem envolvimento em muitas coisas além dos livros, não?""",「………这么说来老师您除了小说，在其它事上也有着各种活跃呢。」,「………這麼說來老師您除了小說，在其它事上也有著各種活躍呢。」,"""... Ora che ci penso, lei è coinvolta in molte cose a parte i romanzi, non è vero?""",""".........Come to think of it, you have been involved in a lot of things besides novels, haven't you?""","""... Ahora que lo pienso, has estado involucrada en muchas más cosas además de las novelas, ¿verdad?""",""".........Come to think of it, you have been involved in a lot of things besides novels, haven't you?""",""".........Come to think of it, you have been involved in a lot of things besides novels, haven't you?""",""".........Come to think of it, you have been involved in a lot of things besides novels, haven't you?""",""".........Come to think of it, you have been involved in a lot of things besides novels, haven't you?"""
Ushiromiya Ange,"""On that day, would you lend me your time just once more? ......That way, I think both me and my brother will be satisfied. I think...it might also be a chance for you to free yourself from the weight of my brother's memory, Mr. Tohya.""","""Would you lend me your time just once more, on that day? ...That way, I think both me and my brother will be satisfied. I think...it might also be a chance for you to free yourself from the weight of my brother's memory, Mr. Tohya."" ","""On that day, would you lend me your time just once more? ......That way, I think both me and my brother will be satisfied. I think...it might also be a chance for you to free yourself from the weight of my brother's memory, Mr. Tohya.""",「その日に、もう一度だけお時間を下さいませんか。……それで、私も兄も、納得すると思います。十八先生も兄の記憶の重石から、解放されて良いと思います。」,「その日に、もう一度だけお時間を下さいませんか。……それで、私も兄も、納得すると思います。十八先生も兄の記憶の重責から、解放されて良いと思います」,"""В этот день вы могли бы ещё раз уделить мне время?......Мне кажется, что так и я, и мой брат будем удовлетворены. Кроме того, я думаю, что так вы можете освободиться от веса памяти моего брата, мистер Тойя.""","""Nesse dia, poderia me emprestar seu tempo só mais uma vez? ......Assim, eu acredito que tanto eu quanto meu irmão, ficaremos satisfeitos. Eu acredito...que possa ser uma chance para você se libertar do peso da memória do meu irmão, Tohya‐sensei.""",「可以在那天，务必空出一次时间来吗。……这样，我和哥哥应该都能接受的。这样也能帮助十八老师从哥哥的记忆的重担当中解放出来。」,「可以在那天，務必空出一次時間來嗎。……這樣，我和哥哥應該都能接受的。這樣也能幫助十八老師從哥哥的記憶的重擔當中解放出來。」,"""Quel giorno, mi dedichereste il vostro tempo solo un altra volta? ... In questo modo, penso che sia io che mio Fratello saremo soddisfatti. Penso che... potrebbe anche essere un'opportunità per lei di liberarsi dal peso dei ricordi di mio Fratello, Mr. Tohya.""","""On that day, would you lend me your time just once more? ......That way, I think both me and my brother will be satisfied. I think...it might also be a chance for you to free yourself from the weight of my brother's memory, Mr. Tohya.""","""Ese día, ¿me prestaría su tiempo tan solo una vez más?... De esta manera, creo que tanto yo como mi hermano estaremos satisfechos. Creo... que podría ser también una oportunidad para que se libere del peso de la memoria de mi hermano, Sr. Tohya.""","""On that day, would you lend me your time just once more? ......That way, I think both me and my brother will be satisfied. I think...it might also be a chance for you to free yourself from the weight of my brother's memory, Mr. Tohya.""","""On that day, would you lend me your time just once more? ......That way, I think both me and my brother will be satisfied. I think...it might also be a chance for you to free yourself from the weight of my brother's memory, Mr. Tohya.""","""On that day, would you lend me your time just once more? ......That way, I think both me and my brother will be satisfied. I think...it might also be a chance for you to free yourself from the weight of my brother's memory, Mr. Tohya.""","""On that day, would you lend me your time just once more? ......That way, I think both me and my brother will be satisfied. I think...it might also be a chance for you to free yourself from the weight of my brother's memory, Mr. Tohya."""
Hachijo Ikuko,"""......I......don't believe we have any plans for then. As long as we can get the afterword for the book finished ahead of time.""","""...I...don't believe we have any plans for then. As long as we can finish the afterword for the book."" ","""......I...don't believe we have any plans for then. As long as we can finish the afterword for the book.""",「……予定は、……問題ないです。文庫の後書きさえ終わらせておけば。」,「……予定は、……問題ないです。文庫の後書きさえ終わらせておけば」,"""......Я... не считаю, что у нас есть планы на то время. А пока можно закончить послесловие к книге.""","""......Eu......não acho que tenhamos nada marcado. Contanto que consigamos terminar o posfácio do livros antes do prazo.""",「……预定上，……没有问题。只要文库的后记能写完的话。」,「……預定上，……沒有問題。只要文庫的後記能寫完的話。」,"""... Io... non credo che avremo degli impegni per allora. Dipende se riusciremo a finire la postfazione per il libro.""","""......I......don't believe we have any plans for then. As long as we can get the afterword for the book finished ahead of time.""","""Sí... creo que no tenemos ningún plan para entonces. Siempre y cuando podamos terminar el epílogo para el libro.""","""......I......don't believe we have any plans for then. As long as we can get the afterword for the book finished ahead of time.""","""......I......don't believe we have any plans for then. As long as we can get the afterword for the book finished ahead of time.""","""......I......don't believe we have any plans for then. As long as we can get the afterword for the book finished ahead of time.""","""......I......don't believe we have any plans for then. As long as we can get the afterword for the book finished ahead of time."""
Hachijo Tohya,"""Okay, Miss Kotobuki. ......We'd be happy to join you.""","""Okay, Miss Kotobuki. ...We'd be happy to join you."" ","""Okay, Miss Kotobuki. ......We'd be happy to join you.""",「わかりました、寿先生。……ぜひ、お伺いさせてもらいます。」,「わかりました、寿先生。……ぜひ、お伺いさせてもらいます」,"""Хорошо, мисс Котобуки. ......Мы с радостью присоединимся к вам.""","""Certo, Kotobuki‐sensei. ......Nós ficaríamos felizes em nos juntarmos.""",「我知道了，寿老师。……我们一定会前去的。」,「我知道了，壽老師。……我們一定會前去的。」,"""Va bene, Miss Kotobuki. ... Saremmo felici di unirci a lei.""","""Okay, Miss Kotobuki. ......We'd be happy to join you.""","""Muy bien, Señorita Kotobuki. Estaríamos encantados de ir con usted.""","""Okay, Miss Kotobuki. ......We'd be happy to join you.""","""Okay, Miss Kotobuki. ......We'd be happy to join you.""","""Okay, Miss Kotobuki. ......We'd be happy to join you.""","""Okay, Miss Kotobuki. ......We'd be happy to join you."""
Ushiromiya Ange,"""Thank you, Mr. Tohya.........""","""Thank you, Mr. Tohya......"" ","""Thank you, Mr. Tohya.........""",「ありがとう、十八先生………。」,「ありがとう、十八先生………」,"""Спасибо, мистер Тойя.........""","""Obrigada, Tohya‐sensei.........""",「谢谢你，十八老师………」,「謝謝你，十八老師………」,"""La ringrazio, Mr. Tohya...""","""Thank you, Mr. Tohya.........""","""Gracias, Sr. Tohya...""","""Thank you, Mr. Tohya.........""","""Thank you, Mr. Tohya.........""","""Thank you, Mr. Tohya.........""","""Thank you, Mr. Tohya........."""
,"The cold, October night was a reminder that winter was approaching.","The cold, October night was a reminder that winter was approaching. ","The cold, October night was a reminder that winter was approaching.",冬が近付いていることを知らせる、冷える１０月の夜。,冬が近付いていることを知らせる、冷える１０月の夜。,Холодная октябрьская ночь напоминала о приближающейся зиме.,A fria noite de outubro lembrava que o inverno estava se aproximando.,在告知冬天临近的，寒冷的 10 月的夜晚。,在告知冬天臨近的，寒冷的 10 月的夜晚。,Quella fredda notte di Ottobre ricordava che l'inverno si stava avvicinando.,"The cold, October night was a reminder that winter was approaching.",La fría noche de Octubre servía para avisar que el invierno se acercaba.,"The cold, October night was a reminder that winter was approaching.","The cold, October night was a reminder that winter was approaching.","The cold, October night was a reminder that winter was approaching.","The cold, October night was a reminder that winter was approaching."
,......The two people who called themselves Hachijo Tohya visited the city once again by Ange's invitation.,...The two people who called themselves Hachijo Tohya visited the city once again by Ange's invitation. ,"......The two people who called themselves Hachijo Tohya visited the city once again by Ange's invitation.",……八城十八を名乗る二人は、再び縁寿に招かれ、都内を訪れた。,……八城十八を名乗る二人は、再び縁寿に招かれ、都内を訪れた。,"......Двое людей, называющих себя Хачиджо Тойей, ещё раз приехали в город по приглашению Энджи.",......As duas pessoas que se intitulavam Hachijo Tohya visitaram a cidade novamente a convite de Ange.,……自称八城十八的两人，再次受到缘寿邀请，来到市内。,……自稱八城十八的兩人，再次受到緣壽邀請，來到市內。,... Le due persone che si facevano chiamare Hachijo Tohya visitarono la città ancora una volta su invito di Ange.,......The two people who called themselves Hachijo Tohya visited the city once again by Ange's invitation.,Las dos personas que se hacían llamar Hachijo Tohya visitaron la ciudad una vez más por petición de Ange.,......The two people who called themselves Hachijo Tohya visited the city once again by Ange's invitation.,......The two people who called themselves Hachijo Tohya visited the city once again by Ange's invitation.,......The two people who called themselves Hachijo Tohya visited the city once again by Ange's invitation.,......The two people who called themselves Hachijo Tohya visited the city once again by Ange's invitation.
,A car stopped in front of a large building.,A car stopped in front of a large building. ," A car stopped in front of a large building.",その大きな建物の前に、車が止まる。,その大きな建物の前に、車が止まる。,Автомобиль остановился перед большим зданием.,Um carrou parou em frente a um grande prédio.,在这大建筑物之前，车子停了下来。,在這大建築物之前，車子停了下來。,Una macchina si fermò di fronte ad una grande costruzione.,A car stopped in front of a large building.,Un auto paró enfrente de un gran edificio.,A car stopped in front of a large building.,A car stopped in front of a large building.,A car stopped in front of a large building.,A car stopped in front of a large building.
,"Ikuko unfolded the wheelchair with a practiced hand, lent a shoulder to Tohya as he got out of the passenger's seat, and helped him into the chair.","Ikuko unfolded the wheelchair with a practiced hand, lent a shoulder to Tohya as he got out of the passenger's seat, and helped him into the chair. "," Ikuko unfolded the wheelchair with a practiced hand, lent a shoulder to Tohya as he got out of the passenger's seat, and helped him into the chair.",幾子は手馴れた様子で車椅子を広げると、助手席の十八に肩を貸しながら、車椅子に座らせる。,幾子は手馴れた様子で車椅子を広げると、助手席の十八に肩を貸しながら、車椅子に座らせる。,"Икуко опытной рукой развернула инвалидное кресло, подставила Тойе плечо, когда он вышел из пассажирского места, и помогла ему сесть в кресло.","Ikuko abriu a cadeira de rodas com suas mãos habilidosas, emprestou um ombro para que Tohya saísse do banco do passageiro e o ajudou a sentar na cadeira.",几子很熟练地把轮椅架好，把副驾驶席上的十八搀扶到轮椅上。,幾子很熟練地把輪椅架好，把副駕駛席上的十八攙扶到輪椅上。,"Ikuko aprì e spiegò la sedia a rotelle con mano esperta, offrì una spalla a Tohya mentre lui usciva dal sedile del passeggero e lo aiutò a sedersi.","Ikuko unfolded the wheelchair with a practiced hand, lent a shoulder to Tohya as he got out of the passenger's seat, and helped him into the chair.","Ikuko desplegó la silla de ruedas con una maniobra practicada, dejó a Tohya apoyarse en su hombro cuando salió del asiento del pasajero, y le ayudó a sentarse en la silla.","Ikuko unfolded the wheelchair with a practiced hand, lent a shoulder to Tohya as he got out of the passenger's seat, and helped him into the chair.","Ikuko unfolded the wheelchair with a practiced hand, lent a shoulder to Tohya as he got out of the passenger's seat, and helped him into the chair.","Ikuko unfolded the wheelchair with a practiced hand, lent a shoulder to Tohya as he got out of the passenger's seat, and helped him into the chair.","Ikuko unfolded the wheelchair with a practiced hand, lent a shoulder to Tohya as he got out of the passenger's seat, and helped him into the chair."
Hachijo Ikuko,""".........It looks splendid.""","""......It looks splendid."" ",""".........It looks splendid.""",「………立派ですね。」,「………立派ですね」,""".........Выглядит великолепно.""",""".........É mesmo esplêndido.""",「………真漂亮呢。」,「………真漂亮呢。」,"""... Sembra splendida.""",""".........It looks splendid.""","""... Parece espléndida.""",""".........It looks splendid.""",""".........It looks splendid.""",""".........It looks splendid.""",""".........It looks splendid."""
Hachijo Tohya,"""The Gospel House. ......It's my first time coming here, ......but I know it well. I believe it's the institution for children that was funded by the Ushiromiya family.""","""The {ruby:Gospel:Fukuin} House. ...It's my first time coming here, ...but I know it well. I believe it's the institution for children that was funded by the Ushiromiya family."" ","""The Fukuin House. ......It's my first time coming here, ......but I know it well. I believe it's the institution for children that was funded by the Ushiromiya family.""",「福音の家。……来るのは初めてですが、……よく知っています。右代宮家が援助していた、子供のための施設のはずです。」,「福音の家。……来るのは初めてですが、……よく知っています。右代宮家が援助していた、子供のための施設のはずです」,"""Дом Фукуин. ......Я впервые приезжаю сюда...... но хорошо его знаю... как учреждение для детей, которое было профинансировано семьёй Уширомия.""","""A Casa Fukuin. ......É a minha primeira vez vindo aqui, ......mas eu a conheço muito bem. Acredito que seja a instituição para crianças que foi fundada pela família Ushiromiya.""",「福音之家。……虽然是头一次来，……不过很有名。应该是右代宫家援助的，为孩子们开设的福利院。」,「福音之家。……雖然是頭一次來，……不過很有名。應該是右代宮家援助的，為孩子們開設的福利院。」,"""La Fukuin House. ... È la prima volta che ci vengo... ma la conosco bene. {n}Credo sia l'istituzione per bambini che fu fondata dalla famiglia Ushiromiya.""","""The Gospel House. ......It's my first time coming here, ......but I know it well. I believe it's the institution for children that was funded by the Ushiromiya family.""","""La Casa Fukuin... Es la primera vez que vengo... pero la conozco bien. Creo que es la institución para niños que fue financiada por la familia Ushiromiya.""","""The Gospel House. ......It's my first time coming here, ......but I know it well. I believe it's the institution for children that was funded by the Ushiromiya family.""","""The Gospel House. ......It's my first time coming here, ......but I know it well. I believe it's the institution for children that was funded by the Ushiromiya family.""","""The Gospel House. ......It's my first time coming here, ......but I know it well. I believe it's the institution for children that was funded by the Ushiromiya family.""","""The Gospel House. ......It's my first time coming here, ......but I know it well. I believe it's the institution for children that was funded by the Ushiromiya family."""
Ushiromiya Ange,"""Madam Ikuko, Mr. Tohya. Allow us to welcome you to the Gospel House.""","""Madam Ikuko, Mr. Tohya. Allow us to welcome you to the Fukuin House."" ","""Madam Ikuko, Mr. Tohya. Allow us to welcome you to the Fukuin House.""",「幾子先生、十八先生。本日は、福音の家までようこそいらっしゃいました。」,「幾子先生、十八先生。本日は、福音の家までようこそいらっしゃいました」,"""Мадам Икуко, мистер Тойя. Разрешите пригласить вас в дом Фукуин.""","""Ikuko‐sensei, Tohya‐sensei. Permita‐nos recebê‐los na Casa Fukuin.""",「几子老师，十八老师。今天，欢迎您们来到福音之家。」,「幾子老師，十八老師。今天，歡迎您們來到福音之家。」,"""Madame Ikuko, Mr. Tohya. Permetteteci di darvi il benvenuto nella Fukuin House.""","""Madam Ikuko, Mr. Tohya. Allow us to welcome you to the Gospel House.""","""Señora Ikuko, Sr. Tohya. Permítanos darles la bienvenida a la Casa Fukuin.""","""Madam Ikuko, Mr. Tohya. Allow us to welcome you to the Gospel House.""","""Madam Ikuko, Mr. Tohya. Allow us to welcome you to the Gospel House.""","""Madam Ikuko, Mr. Tohya. Allow us to welcome you to the Gospel House.""","""Madam Ikuko, Mr. Tohya. Allow us to welcome you to the Gospel House."""
,They were welcomed by Ange and some staff members.,They were welcomed by Ange and some staff members. ,"They were welcomed by Ange and some staff members.",縁寿と職員たちが迎える。,縁寿と職員たちが迎える。,Их встретили Энджи и несколько работников.,Eles foram recebidos por Ange e alguns funcionários.,缘寿和职员们出来迎接。,緣壽和職員們出來迎接。,Furono accolti da Ange e qualche membro dello staff.,They were welcomed by Ange and some staff members.,Fueron recibidos por Ange y algunos miembros del personal.,They were welcomed by Ange and some staff members.,They were welcomed by Ange and some staff members.,They were welcomed by Ange and some staff members.,They were welcomed by Ange and some staff members.
,This was...the Gospel House.,This was...the Fukuin House. ," This was...the Fukuin House.",そこは、福音の家。,そこは、福音の家。,Дом Фукуин.,Esta era...a Casa Fukuin.,这里是，福音之家。,這裡是，福音之家。,Quella era... la Fukuin House.,This was...the Gospel House.,Esta era... la Casa Fukuin.,This was...the Gospel House.,This was...the Gospel House.,This was...the Gospel House.,This was...the Gospel House.
,A welfare institution for unfortunate children who had lost their parents.,A welfare institution for unfortunate children who had lost their parents. ," A welfare institution for unfortunate children who had lost their parents.",親を失った、恵まれない子供たちのための福祉施設だ。,親を失った、恵まれない子供たちのための福祉施設だ。,"Состоятельное учреждение для несчастных детей, потерявших родителей.",Uma instituição de auxílio a crianças desafortunadas que perderam seus pais.,是为失去了双亲，得不到救助的孩子们开设的福利院。,是為失去了雙親，得不到救助的孩子們開設的福利院。,Un'opera di assistenza per bambini sfortunati che avevano perso i loro genitori.,A welfare institution for unfortunate children who had lost their parents.,Una institución social para niños desafortunados quienes han perdido a sus padres.,A welfare institution for unfortunate children who had lost their parents.,A welfare institution for unfortunate children who had lost their parents.,A welfare institution for unfortunate children who had lost their parents.,A welfare institution for unfortunate children who had lost their parents.
,This institution was once dependent on the support it received from Ushiromiya Kinzo.,"In the past, this institution had been established thanks to Ushiromiya Kinzo's support. "," In the past, this institution had been established thanks to Ushiromiya Kinzo's support.",かつて、この施設は右代宮金蔵の援助によって成り立っていた。,かつて、この施設は右代宮金蔵の援助によって成り立っていた。,В прошлом эта организация была создана благодаря поддержке Уширомии Кинзо.,Esta instituição era dependente do suporte que recebia de Ushiromiya Kinzo.,过去，这个福利院是由右代宫金藏援助成立的。,過去，這個福利院是由右代宮金藏援助成立的。,"In passato, questa istituzione era stata fondata grazie al supporto di Ushiromiya Kinzo.",This institution was once dependent on the support it received from Ushiromiya Kinzo.,"En el pasado, esta institución se había establecido gracias al apoyo de Ushiromiya Kinzo.",This institution was once dependent on the support it received from Ushiromiya Kinzo.,This institution was once dependent on the support it received from Ushiromiya Kinzo.,This institution was once dependent on the support it received from Ushiromiya Kinzo.,This institution was once dependent on the support it received from Ushiromiya Kinzo.
,"However, that support had been interrupted, and the Gospel House had been forced to shut down for a time.","However, that support had been interrupted, and the Fukuin House had been forced to shut down for a time. "," However, that support had been interrupted, and the Fukuin House had been forced to shut down for a time.",しかし、その援助が途切れ、福音の家は一度、畳むことになったのだ。,しかし、その援助が途切れ、福音の家は一度、畳むことになったのだ。,"Но поддержка прервалась, и Дому Фукуин пришлось временно закрыться.","Contudo, esse suporte foi interrompido e a Casa Fukuin foi forçada a fechar as portas por certo tempo.",但是，这援助中断后，福音之家曾一度歇业。,但是，這援助中斷後，福音之家曾一度歇業。,"Tuttavia, quel supporto era stato interrotto e la Fukuin House era stata per un periodo costretta a chiudere.","However, that support had been interrupted, and the Gospel House had been forced to shut down for a time.","Sin embargo, ese apoyo se había interrumpido, y la Casa Fukuin había sido forzada a cerrar por un tiempo.","However, that support had been interrupted, and the Gospel House had been forced to shut down for a time.","However, that support had been interrupted, and the Gospel House had been forced to shut down for a time.","However, that support had been interrupted, and the Gospel House had been forced to shut down for a time.","However, that support had been interrupted, and the Gospel House had been forced to shut down for a time."
,"Decades had passed. And now, the institution would be revived.","Decades passed. And now, the institution would be revived. "," Decades passed. And now, the institution would be revived.",それから数十年後。施設は、再び蘇ることになる。,それから数十年後。施設は、再び蘇ることになる。,Прошли десятилетия. И теперь учреждение восстановлено.,"Décadas se passaram. E agora, o instituto foi revivido.",在数十年后。福利院，再次复活。,在數十年後。福利院，再次復活。,"Sono passati decenni. E ora, l'istituzione sarebbe tornata in vita.","Decades had passed. And now, the institution would be revived.","Pasaron las décadas. Y ahora, la institución fue revivida..","Decades had passed. And now, the institution would be revived.","Decades had passed. And now, the institution would be revived.","Decades had passed. And now, the institution would be revived.","Decades had passed. And now, the institution would be revived."
,Revived by the hand of Kotobuki Yukari.,Revived by the hand of Kotobuki Yukari. ," Revived by the hand of Kotobuki Yukari.",寿ゆかりの手によって。,寿ゆかりの手によって。,Восстановлено рукой Котобуки Юкари.,Revivido pelas mãos de Kotobuki Yukari.,经由寿由香里之手。,經由壽由香裡之手。,Fatta tornare in vita per mano di Kotobuki Yukari.,Revived by the hand of Kotobuki Yukari.,Revivida a manos de Kotobuki Yukari.,Revived by the hand of Kotobuki Yukari.,Revived by the hand of Kotobuki Yukari.,Revived by the hand of Kotobuki Yukari.,Revived by the hand of Kotobuki Yukari.
Hachijo Tohya,"""......It's a pleasure to see you again, Miss Kotobuki. Thank you for your invitation. ......This is from the two of us. It's not much, but I hope the children enjoy it.""","""...It's a pleasure to see you again, Miss Kotobuki. Thank you for inviting us. ...The two of us want you to have this. It's not much, but I hope the children enjoy it."" ","""......It's a pleasure to see you again, Miss Kotobuki. Thank you for your invitation. ......This is from the two of us. It's not much, but I hope the children enjoy it.""",「……寿先生、お久し振りですね。本日はお招きに預かりました。……これ、私たちからです。わずかですが、施設の子供たちに。」,「……寿先生、お久し振りですね。本日はお招きにあずかりました。……これ、私たちからです。わずかですが、施設の子供たちに」,"""......Приятно видеть вас снова, мисс Котобуки. Спасибо за приглашение. ......Это от нас. Немного, но, надеюсь, детям понравится.""","""......É um prazer vê‐la novamente, Kotobuki‐sensei. Obrigado pelo convite. ......Este é o nosso presente. Não é muito, mas espero que as crianças gostem.""",「……寿老师，很久不见了。今天感谢您的邀请。……这是我们出的。虽然很微薄，还是想给福利院里的孩子们。」,「……壽老師，很久不見了。今天感謝您的邀請。……這是我們出的。雖然很微薄，還是想給福利院裡的孩子們。」,"""... È un piacere vederla ancora, Miss Kotobuki. La ringrazio per l'invito. ... Questo è da parte di noi due. Non è tanto, ma spero che i bambini ne possano godere.""","""......It's a pleasure to see you again, Miss Kotobuki. Thank you for your invitation. ......This is from the two of us. It's not much, but I hope the children enjoy it.""","""... Es un placer verla de nuevo, Señorita Kotobuki. Gracias por su invitación... Esto es de nosotros dos. No es mucho, pero espero que los niños lo disfruten.""","""......It's a pleasure to see you again, Miss Kotobuki. Thank you for your invitation. ......This is from the two of us. It's not much, but I hope the children enjoy it.""","""......It's a pleasure to see you again, Miss Kotobuki. Thank you for your invitation. ......This is from the two of us. It's not much, but I hope the children enjoy it.""","""......It's a pleasure to see you again, Miss Kotobuki. Thank you for your invitation. ......This is from the two of us. It's not much, but I hope the children enjoy it.""","""......It's a pleasure to see you again, Miss Kotobuki. Thank you for your invitation. ......This is from the two of us. It's not much, but I hope the children enjoy it."""
Ushiromiya Ange,"""That was never the intention behind inviting you here...... I feel terrible accepting this......""","""That's not the reason I invited you here... My apologies..."" ","""That's not the reason I invited you here...... My apologies......""",「決してそのようなつもりでお招きしたわけではないのに……。本当に申し訳ございません……。」,「決してそのようなつもりでお招きしたわけではないのに……。本当に申し訳ございません……」,"""Я не за этим пригласила вас сюда...... Простите......""","""Eu não os convidei com essa intenção...... Eu me sinto péssima em aceitar......""",「明明不是为此才邀请您们来的……。真是万分抱歉……」,「明明不是為此才邀請您們來的……。真是萬分抱歉……」,"""Non è questa la ragione per cui vi ho invitato... le mie scuse...""","""That was never the intention behind inviting you here...... I feel terrible accepting this......""","""Esta no es la razón por la que le invité aquí... Me siento terrible aceptando esto...""","""That was never the intention behind inviting you here...... I feel terrible accepting this......""","""That was never the intention behind inviting you here...... I feel terrible accepting this......""","""That was never the intention behind inviting you here...... I feel terrible accepting this......""","""That was never the intention behind inviting you here...... I feel terrible accepting this......"""
