Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"No, judging by the looks of my classmates, glancing this way over their shoulders and whispering to each other, there were even some who seemed to consider their refreshing morning ruined.","No, judging by the gazes of my classmates, who were looking this way over their shoulders and whispering to each other, it looked as though some of them considered this refreshing morning ruined. ","No, judging by the gazes of my classmates, who were looking this way over their shoulders and whispering to each other, it was as though some of them considered this refreshing morning ruined.",いや、クラスメートたちが肩越しにこちらをうかがいながらヒソヒソと囁きあう眼差しを見る限り、爽やかな朝が台無しになったとでも言わんばかりの子もいる。,いや、クラスメートたちが肩越しにこちらをうかがいながらヒソヒソと囁きあう眼差しを見る限り、爽やかな朝が台無しになったとでも言わんばかりの子もいる。,"Нет, судя по взглядам моих одноклассниц, оглядывавшихся через плечо и перешёптывающихся между собой, складывалось впечатление, что некоторые из них считали, будто освежающая атмосфера утра пошла коту под хвост.","Não, julgando pela aparência das minhas colegas, seus olhares por cima do ombro enquanto sussurram umas para as outras, parece que algumas delas consideram que sua refrescante manhã foi arruinada.",不，从同学们边窃窃私语，边隔着肩膀往这偷瞄的目光来看，连就差没直说“清爽的早晨就这么糟蹋了”的人都有。,不，從同學們邊竊竊私語，邊隔著肩膀往這偷瞄的目光來看，連就差沒直說“清爽的早晨就這麼糟蹋了”的人都有。,"No, a giudicare dagli sguardi delle mie compagne, che sbirciavano oltre le loro spalle nella mia direzione mentre mormoravano tra loro, era come se alcune di loro considerassero quel bel mattino rovinato.","No, judging by the looks of my classmates, glancing this way over their shoulders and whispering to each other, there were even some who seemed to consider their refreshing morning ruined.","No, a juzgar por las miradas de mis compañeras, que me miraban por encima del hombro, susurrando entre ellas, era como si algunas de ellas consideraran arruinada esta refrescante mañana.",ﻛﻼ، ﻓﻤﻦ ﻧﻈﺮﺍﺗﻬﻦ ﻧﺤﻮﻱ ﻭﻫﻢ ﻳﺘﻬﺎﻣﺴﻦ ﺧﻠﻔﻬﻦ، ﻛﺎﻥ ﺑﻴﻨﻬﻦ ﻣﻦ ﺑﺪﺍ ﻛﺄﻥ ﺻﺒﺎﺣﻪ ﺍﻟﺠﻤﻴﻞ ﻗﺪ ﺗﻠﻮﺙ ﺗﻤﺎﻣﺎً ﺑﻮﺟﻮﺩﻱ.,"No, judging by the looks of my classmates, glancing this way over their shoulders and whispering to each other, there were even some who seemed to consider their refreshing morning ruined.","No, judging by the looks of my classmates, glancing this way over their shoulders and whispering to each other, there were even some who seemed to consider their refreshing morning ruined.","No, judging by the looks of my classmates, glancing this way over their shoulders and whispering to each other, there were even some who seemed to consider their refreshing morning ruined."
,......I am...depressing. Because no one likes me.,...I was...dark. Because I was disliked. ,......I was...dark.  Because I was disliked.,……私は、暗い。嫌われてるから。,……私は、暗い。嫌われてるから。,......Я была... мрачной. Потому что меня не любили.,......Eu estou...depressiva. Porque ninguém gosta de mim.,……我，个性阴暗。这是因为，我讨人嫌。,……我，個性陰暗。這是因為，我討人嫌。,... Ero... cupa. Perché venivo disprezzata.,......I am...depressing. Because no one likes me.,... Yo era... oscura. Porque no les agradaba.,......ﻛﻨﺖُ ﻓﺘﺎﺓ ﻣﻜﺘﺌﺒﺔ، ﻷﻥ ﺍﻟﺠﻤﻴﻊ ﻧﺒﺬﻧﻲ.,......I am...depressing. Because no one likes me.,......I am...depressing. Because no one likes me.,......I am...depressing. Because no one likes me.
,"So, trying not to get in the way of everyone's refreshing morning any more, I entered the classroom in a low crouch.","So, trying not to get in the way of everyone's refreshing morning any more, I stooped lower and entered the classroom. ","So, trying not to get in the way of everyone's refreshing morning any more, I stooped lower and entered the classroom.",だからこれ以上、クラスメートたちの朝の爽やかさに迷惑を掛けないよう、身を屈めて教室に入った。,だからこれ以上、クラスメートたちの朝の爽やかさに迷惑を掛けないよう、身を屈めて教室に入った。,"Поэтому, стараясь не мешать наслаждающимся этим освежающим утром, я ссутулилась и вошла в класс.","Por isso, para não atrapalhar mais as refrescantes manhãs de todas, eu entrei na sala de aula agachada.",所以，为了不再妨碍同学们享受早晨的清爽，我缩起身子进了教室。,所以，為了不再妨礙同學們享受早晨的清爽，我縮起身子進了教室。,"Così, per non rovinare più a nessuno quella bella mattinata, mi incurvai ancora di più ed entrai in classe.","So, trying not to get in the way of everyone's refreshing morning any more, I entered the classroom in a low crouch.","Así que, tratando ya de no interponerme en la refrescante mañana de todos, me incliné y entré al aula.",ﻭﺣﺘﻰ ﻻ ﺃﻓﺴﺪ ﻫﺬﺍ ﺍﻟﺼﺒﺎﺡ ﺍﻟﺠﻤﻴﻞ ﻓﻲ ﻧﻈﺮﻫﻦّ، ﻃﺄﻃﺄﺕ ﺭﺃﺳﻲ ﻭﺩﺧﻠﺖ ﺍﻟﻔﺼﻞ.,"So, trying not to get in the way of everyone's refreshing morning any more, I entered the classroom in a low crouch.","So, trying not to get in the way of everyone's refreshing morning any more, I entered the classroom in a low crouch.","So, trying not to get in the way of everyone's refreshing morning any more, I entered the classroom in a low crouch."
,......Almost like I was cutting across the aisle in a movie theater while the movie was running.,...Almost like I was cutting through the aisle in a movie theater while the movie was running. ,......Almost like I was cutting through the aisle in a movie theater while the movie was running.,……まるで、上映中の映画館で通路を横切る時みたいに。,……まるで、上映中の映画館で通路を横切る時みたいに。,"......Почти так же, как если бы я шла между рядами в зале кинотеатра, когда фильм уже идёт.",......Quase como se estivesse atravessando as fileiras de cadeiras do cinema enquanto um filme era exibido.,……犹如在正上映影片的电影院中横穿过道一样。,……猶如在正上映影片的電影院中橫穿過道一樣。,... Quasi come se stessi attraversando la platea di un cinema mentre veniva proiettato il film.,......Almost like I was cutting across the aisle in a movie theater while the movie was running.,... Casi como si estuviese atravesando el pasillo de una sala de cine mientras pasaban la película.,......ﻛﻤﺎ ﻟﻮ ﺃﻧﻲ ﺃﺳﻴﺮ ﻓﻲ ﻣﻤﺮﺍﺕ ﺩﺍﺭ ﺳﻴﻨﻤﺎ ﺃﺛﻨﺎﺀ ﻋﺮﺽ ﻓﻴﻠﻢ.,......Almost like I was cutting across the aisle in a movie theater while the movie was running.,......Almost like I was cutting across the aisle in a movie theater while the movie was running.,......Almost like I was cutting across the aisle in a movie theater while the movie was running.
,This is an all‐dorm academy called Saint Lucia Academy.,"This is an all-dorm school, Saint Lucia Academy. ","This is an all-dorm academy, Saint Lucia Academy.",ここは、全寮制の学園、聖ルチーア学園。,ここは、全寮制の学園、聖ルチーア学園。,Я нахожусь в предоставляющей общежитие академии Святой Люции.,Esta é uma escola é um internato chamado Academia Santa Lucia.,这里是全寄宿制学园——圣露琪亚学园。,這裡是全寄宿制學園——聖露琪亞學園。,"Questo è un collegio con tanto di dormitori, L'Accademia San Lucia.",This is an all‐dorm academy called Saint Lucia Academy.,"Esta es una academia tipo internado, la Academia Santa Lucía.",ﺗﺴﻤﻰ ﻫﺬﻩ ﻣﺪﺭﺳﺔ ﺃﻛﺎﺩﻳﻤﻴﺔ ﺍﻟﻘﺪﻳﺴﺔ ﻟﻮﺳﻴﺎ ﺍﻟﺪﺍﺧﻠﻴﺔ.,This is an all‐dorm academy called Saint Lucia Academy.,This is an all‐dorm academy called Saint Lucia Academy.,This is an all‐dorm academy called Saint Lucia Academy.
,"It's not a school that just anyone can get into simply by passing a test.{n}...It's a hidden rich‐girls' school, known only to a select group of celebrities from various circles.","It's not a school that anyone can get into by taking a test. ...It's a hidden rich girls' school, known of only by a select group of celebrities from various fields. ","It's not a school that anyone can get into by taking a test....It's a hidden rich girl's school, known of only by a select group of celebrities from various fields.",試験を受ければ誰でも入れるという学校ではない。…知る人ぞ知る、各界の著名人の一部の間だけでその存在が知られる、隠れたお嬢様学校だ。,試験を受ければ誰でも入れるという学校ではない。{n}…知る人ぞ知る、各界の著名人の一部の間だけでその存在が知られる、隠れたお嬢様学校だ。,"Это не школа, куда каждый может попасть, всего лишь сдав вступительный тест.{n}...Это закрытая школа для богатых девочек, известная только ограниченной группе знаменитостей из разных областей.","Não é uma escola que qualquer um pode entrar simplesmente passando em uma prova. ...É uma escola secreta de garotas ricas, conhecida apenas por um seleto grupo de celebridades de vários círculos sociais.",这儿并非是只要通过考试就谁都能进的学校。{n}…它乃是一间知者自知的，仅各界著名人士中的一部分人知晓其存在的，隐秘的贵小姐学校。,這兒並非是只要通過考試就誰都能進的學校。{n}…它乃是一間知者自知的，僅各界著名人士中的一部分人知曉其存在的，隱秘的貴小姐學校。,"Non è una scuola in cui chiunque può entrare facendo un esame. ... È una scuola segreta per ragazze ricche, conosciuta solo da un gruppo prescelto di celebrità provenienti da campi diversi.","It's not a school that just anyone can get into simply by passing a test.{n}...It's a hidden rich‐girls' school, known only to a select group of celebrities from various circles.","No es una escuela en la que cualquiera pueda entrar haciendo un examen.{n}... Es una escuela escondida de niñas ricas, conocida solo por un selecto grupo de celebridades de varios campos.",ﻟﻴﺴﺖ ﻣﺪﺭﺳﺔ ﻳﻤﻜﻦ ﻷﻱّ ﺃﺣﺪٍ ﺍﻻﻟﺘﺤﺎﻕ ﺑﻬﺎ ﺑﻌﺪ ﺍﺟﺘﻴﺎﺯﻩ ﻻﺧﺘﺒﺎﺭٍ ﻣﺎ.{n}...ﺇﻧّﻬﺎ ﻣﺪﺭﺳﺔٌ ﺧﺎﺻﺔٌ ﺑﺎﻟﻔﺘﻴﺎﺕ ﻓﻘﻂ، ﻳﻠﺘﺤﻖ ﺑﻬﺎ ﻛﺜﻴﺮ ﻣﻦ ﺑﻨﺎﺕ ﺍﻟﻤﺸﺎﻫﻴﺮ ﻭﺍﻟﺸﺨﺼﻴﺎﺕ ﺍﻟﻤﺮﻣﻮﻗﺔ.,"It's not a school that just anyone can get into simply by passing a test.{n}...It's a hidden rich‐girls' school, known only to a select group of celebrities from various circles.","It's not a school that just anyone can get into simply by passing a test.{n}...It's a hidden rich‐girls' school, known only to a select group of celebrities from various circles.","It's not a school that just anyone can get into simply by passing a test.{n}...It's a hidden rich‐girls' school, known only to a select group of celebrities from various circles."
,"For lofty nobles who truly wish their daughters to be brought up like saints, this is probably the ideal academy in which to protect them from the impurities of the common world.","For lofty nobles who truly wish their daughters could be raised like saints, this is probably the ideal school in which to protect them from the impurities of the common world. ","For lofty nobles who truly wish their daughters could be raised like saints, this is probably the ideal school in which to protect their daughters from the impurities of the common world.",それは、自分の娘を聖女のように育てたいと本気で願う、雲上の貴人たちにとって、世俗の穢れから娘を守れる理想的な学園だろう。,それは、自分の娘を聖女のように育てたいと本気で願う、雲上の貴人たちにとって、世俗の穢れから娘を守れる理想的な学園だろう。,"Для людей высшего сословия, страстно желающих, чтобы их дочерей растили как святых, это, возможно, была идеальная школа, защищавшая их дочерей от примесей простого и простолюдинского мира.","Para arrogantes nobres que desejam que suas filhas cresçam como santas, esta provavelmente é a academia ideal para protegê‐las das impurezas do mundo comum.",对那些真心想要把自己的女儿培养成圣女的贵人们来说，这正是一所能保护女儿免沾世俗污秽的理想学校吧。,對那些真心想要把自己的女兒培養成聖女的貴人們來說，這正是一所能保護女兒免沾世俗污穢的理想學校吧。,"Per gli aristocratici altolocati che desiderano davvero che le loro figlie vengano tirate su come sante, questa deve essere la scuola ideale in cui proteggerle dalle impurità del mondo di ogni giorno.","For lofty nobles who truly wish their daughters to be brought up like saints, this is probably the ideal academy in which to protect them from the impurities of the common world.","Para nobles orgullosos que de verdad desean que sus hijas puedan ser criadas como santas, esta es probablemente la escuela ideal para proteger a sus hijas de las impurezas del mundo común.",ﻫﺪﻓﻬﺎ ﻫﻮ ﺗﻨﺸﺌﺔ ﺑﻨﺎﺕ ﺍﻟﻨﺒﻼﺀ ﻟﻴﺼﺒﺤﻦ ﻣﺜﻞ ﺍﻟﻘﺪﻳﺴﺎﺕ، ﻭﺃﻳﻀًﺎ ﻟﺤﻤﺎﻳﺘﻬﻦ ﻣﻦ ﺩﻧﺲ ﺍﻟﻌﺎﻟﻢ.,"For lofty nobles who truly wish their daughters to be brought up like saints, this is probably the ideal academy in which to protect them from the impurities of the common world.","For lofty nobles who truly wish their daughters to be brought up like saints, this is probably the ideal academy in which to protect them from the impurities of the common world.","For lofty nobles who truly wish their daughters to be brought up like saints, this is probably the ideal academy in which to protect them from the impurities of the common world."
,"......But at the same time, it was probably also a convenient place for nobles to confine daughters who they didn't want the public to know about.","...But at the same time, it was probably also convenient for nobles who wanted to confine daughters they didn't want out in public. ","......But at the same time, it was probably also convenient for nobles to confine daughters who they didn't want out in public.",……しかしそれは同時に、貴人にとって表沙汰にしたくない娘を幽閉するにも都合がよかっただろう。,……しかしそれは同時に、貴人にとって表沙汰にしたくない娘を幽閉するにも都合がよかっただろう。,"......И в то же время она наверняка также была удобным местом, где знать могла изолировать дочерей, которых не хотела представлять широкой публике.","......Mas ao mesmo tempo, certamente é um lugar conveniente para nobres confinarem suas filhas que eles não querem que o público conheça.",……不过与此同时，将此用来幽禁贵人们那不想放上台面的女儿也正合适。,……不過與此同時，將此用來幽禁貴人們那不想放上台面的女兒也正合適。,"... Ma allo stesso tempo, sarà servita loro anche a rinchiudere le figlie che non volevano mostrare in pubblico.","......But at the same time, it was probably also a convenient place for nobles to confine daughters who they didn't want the public to know about.","... Pero al mismo tiempo, era probablemente también conveniente para los nobles que querían confinar a quienes no querían que estuvieran a la vista del público.",......ﻛﻤّﺎ ﺃﻧّﻬﺎ ﻣﻜﺎﻥٌ ﻣﻨﺎﺳﺐٌ ﺃﻳﻀًﺎ ﻟﻠﻨﺒﻼﺀ ﺍﻟﺬﻳﻦ ﻳﺮﻏﺒﻮﻥ ﺑﺤﺒﺲ ﺑﻨﺎﺗﻬﻢ ﻋﻦ ﺍﻟﻌﻤﻮﻡ.,"......But at the same time, it was probably also a convenient place for nobles to confine daughters who they didn't want the public to know about.","......But at the same time, it was probably also a convenient place for nobles to confine daughters who they didn't want the public to know about.","......But at the same time, it was probably also a convenient place for nobles to confine daughters who they didn't want the public to know about."
,"As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school.","As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school. ","As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school.",世俗の穢れから隔離するこの学園は同時に、監獄学校としても優秀な機能を持っていたのだから。,世俗の穢れから隔離するこの学園は同時に、監獄学校としても優秀な機能を持っていたのだから。,"Помимо академии, ограниченной от грязи простого и простолюдинского мира, она также обладала отличным потенциалом школы‐тюрьмы.","Assim como é uma academia isolada das impurezas do mundo comum, ela também detém de um excelente potencial para ser uma prisão escolar.",毕竟，这间隔离了世俗污秽的学园，还同时起着优秀的监狱学校的作用。,畢竟，這間隔離了世俗污穢的學園，還同時起著優秀的監獄學校的作用。,"Oltre ad essere un'accademia isolata dalle impurità del mondo di tutti i giorni, essa possedeva anche un ottimo potenziale come scuola-prigione.","As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school.","Además de ser una academia aislada de las impurezas del mundo común, también poseía un excelente potencial como escuela prisión.",ﺇﻧّﻬﺎ ﻣﺪﺭﺳﺔ ﺗﺘﻤﺘﻊ ﺑﺈﻣﻜﺎﻧﻴﺎﺕ ﻣﻤﺘﺎﺯﺓ ﻷﻥ ﺗﻜﻮﻥ ﺳﺠﻨًﺎ ﻣﺪﺭﺳﻴًﺎ،,"As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school.","As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school.","As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school."
,"I was truly among the latter, and spent my days confined in Saint Lucia Academy, .........as the weeks, months, and years dragged on at a mind‐numbing pace.","I was truly among the latter...and was confined in Saint Lucia Academy, ...forced to live my life in dreariness. ","I was truly among the latter, and was confined in Saint Lucia Academy, ......forced to live my life in dreariness.",私はまさにその後者として、聖ルチーア学園に幽閉され、………気の遠くなるような月日を経ることになる。,私はまさにその後者として、聖ルチーア学園に幽閉され、………気の遠くなるような月日を経ることになる。,"Что же касается меня, то я принадлежала к числу последних и являлась узницей академии Святой Люции, вынужденной вести тоскливую жизнь.","Eu certamente estou na última opção, e passo meus dias confinadas na Academia Santa Lucia.........com as semanas, meses e anos, se arrastando em um ritmo entorpecente.",我即正是作为后者，被关进圣露琪亚学园的，………要在这度过昏昏沉沉的漫长岁月。,我即正是作為後者，被關進聖露琪亞學園的，………要在這度過昏昏沉沉的漫長歲月。,"La verità era che io rientravo nel secondo gruppo, ed ero stata rinchiusa nell'Accademia di San Lucia... costretta a condurre la mia vita immersa nell'infelicità.","I was truly among the latter, and spent my days confined in Saint Lucia Academy, .........as the weeks, months, and years dragged on at a mind‐numbing pace.","Yo era verdaderamente parte de lo segundo, y estaba confinada en la Academia Santa Lucía... forzada a vivir mi vida en tristeza.",ﻭﻟﻬﺬﺍ ﺃﻧﺎ ﻫﻨﺎ، ﻓﻘﺪ ﺃﺟﺒﺮﺕ ﻋﻠﻰ ﺍﻻﻟﺘﺤﺎﻕ ﺑﻬﺬﻩ ﺍﻟﻤﺪﺭﺳﺔ، .........ﻟﻜﻲ ﺃﻋﻴﺶ ﺣﻴﺎﺗﻲ ﻓﻲ ﻣﻌﺰﻝٍ ﻭﻛﺂﺑﺔٍ ﺑﻌﻴﺪًﺍ ﻋﻦ ﺍﻟﺮﺃﻱ ﺍﻟﻌﺎﻡ.,"I was truly among the latter, and spent my days confined in Saint Lucia Academy, .........as the weeks, months, and years dragged on at a mind‐numbing pace.","I was truly among the latter, and spent my days confined in Saint Lucia Academy, .........as the weeks, months, and years dragged on at a mind‐numbing pace.","I was truly among the latter, and spent my days confined in Saint Lucia Academy, .........as the weeks, months, and years dragged on at a mind‐numbing pace."
,"Of course, there weren't that many students like me, and you couldn't tell us apart at a glance.","Of course, there weren't that many students like me, and you couldn't tell us apart at a glance. ","Of course, there weren't that many students like me, and you couldn't tell us apart at a glance.",もちろん、私のような生徒はそう多くないし、それは一見しただけでは区別できない。,もちろん、私のような生徒はそう多くないし、それは一見しただけでは区別できない。,"Разумеется, таких учениц, как я, было немного, и вы не смогли бы отличить нас с первого взгляда.","É claro, não há muitas estudantes como eu, e você poderia dizer apenas de olhar.",当然，像我这样的学生并不多，也不可能一眼就区分开来。,當然，像我這樣的學生並不多，也不可能一眼就區分開來。,"Naturalmente, non c'erano tante studentesse nella mia situazione, e distinguerci a prima vista non sarebbe stato possibile.","Of course, there weren't that many students like me, and you couldn't tell us apart at a glance.","Por supuesto, no había muchas estudiantes como yo, y no se nos podía diferenciar a simple vista.",ﺑﺎﻟﻄﺒﻊ، ﻟﻢ ﺗﻜﻦ ﻫﻨﺎﻙ ﺍﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻟﻔﺘﻴﺎﺕ ﻣﺜﻠﻲ، ﻭﻣﻦ ﺍﻟﺼﻌﺐ ﺍﻟﺘﻤﻴﻴﺰ ﺑﻴﻨﻨﺎ ﻓﻲ ﺍﻟﻮﻫﻠﺔ ﺍﻷﻭﻟﻰ.,"Of course, there weren't that many students like me, and you couldn't tell us apart at a glance.","Of course, there weren't that many students like me, and you couldn't tell us apart at a glance.","Of course, there weren't that many students like me, and you couldn't tell us apart at a glance."
,"However, even if they didn't come forward, you could usually guess from their appearance.","However, even if we never fessed up about it, you could usually figure out who we were by watching how we acted. ","However, even if one of these kids didn't talk about it, you could usually guess from their appearance.",でも、そうだと名乗らなくても、大抵はその様子で想像がついた。,でも、そうだと名乗らなくても、大抵はその様子で想像がついた。,"Однако даже если кто‐то из этих девочек не распространялся об этом, их выдавал их вид.","Porém, mesmo que nunca seja confessado, você geralmente pode dizer só pela aparência.",不过，即便这些人不自行说明，其他人也能通过其表情举止大致想象出来。,不過，即便這些人不自行說明，其他人也能通過其表情舉止大致想像出來。,"Tuttavia, anche se queste ragazzine non ne parlavano apertamente, di solito era possibile capirlo dal loro aspetto.","However, even if they didn't come forward, you could usually guess from their appearance.","Sin embargo, incluso si una de estas niñas no hablaba de ello, por lo general lo podías saber por su apariencia.",ﻓﺤﺘﻰ ﻟﻮ ﻟﻢ ﻧُﻌﺮﻑ ﺑﺄﻧﻔﺴﻨﺎ، ﻓﻌﺎﺩﺓً ﺗﺘﻮﻟﻰ ﺗﺼﺮﻓﺎﺗﻨﺎ ﺍﻟﺘﻌﺮﻳﻒ ﻋﻨّﺎ،,"However, even if they didn't come forward, you could usually guess from their appearance.","However, even if they didn't come forward, you could usually guess from their appearance.","However, even if they didn't come forward, you could usually guess from their appearance."
,"...Because they were always hanging their heads all the time, with an expression on their faces as though the whole world had abandoned them.","...After all, we were always hanging our heads, with an expression on our faces as though the whole world had abandoned us. ","...Because they were always hanging their heads all the time, with an expression on their faces as though the whole world had abandoned them.",…彼女らは決まって、いつも俯き、この世の全てに見捨てられたような表情を浮かべていたから。,…彼女らは決まって、いつも俯き、この世の全てに見捨てられたような表情を浮かべていたから。,"...Потому что они всё время ходили с опущенными головами и с таким выражением лиц, словно весь мир покинул их.","...Porque elas sempre estão balançando suas cabeças o tempo todo, com uma expressão em seus rostos como se o mundo todo tivesse abandonado elas.",…毕竟，她们准是老垂着头，摆着副犹如被整个世界抛弃了的表情的。,…畢竟，她們准是老垂著頭，擺著副猶如被整個世界拋棄了的表情的。,"... Perché tenevano sempre la testa bassa, con un'espressione in volto come se il mondo le avesse abbandonate.","...Because they were always hanging their heads all the time, with an expression on their faces as though the whole world had abandoned them.","... Porque ellas siempre estaban con la cabeza agachada todo el tiempo, con una expresión en sus rostros como si el mundo entero las hubiese abandonado.",...ﻓﻘﺪ ﻛﻨّﺎ ﺩﻭﻣًﺎ ﻧﻤﺸﻲ ﻣﻄﺄﻃﺌﻲ ﺍﻟﺮﺃﺱ ﻣﻊ ﺗﻌﺎﺑﻴﺮٍ ﻣﺮﺳﻮﻣﺔٍ ﻋﻠﻰ ﻭﺟﻮﻫﻨﺎ ﻭﻛﺄﻥ ﺍﻟﻌﺎﻟﻢ ﻛﻠﻪ ﺗﺨﻠﻰ ﻋﻨّﺎ.,"...Because they were always hanging their heads all the time, with an expression on their faces as though the whole world had abandoned them.","...Because they were always hanging their heads all the time, with an expression on their faces as though the whole world had abandoned them.","...Because they were always hanging their heads all the time, with an expression on their faces as though the whole world had abandoned them."
,"And every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were.","Anyway, every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were. ","And every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were.",そして、そういう子はどのクラスにも１人か２人はいて、彼女らが打ち明けなくても、そうであることが想像できた。,そして、そういう子はどのクラスにも１人か２人はいて、彼女らが打ち明けなくても、そうであることが想像できた。,"И в каждом классе были одна или две таких девочки, и даже если они не говорили об этом, их можно было отличить.","E toda a classe tem uma ou duas crianças assim, então mesmo que não falem sobre isso, você pode adivinhar quem são.",并且，像这样的孩子每个班都有一两个，即便她们不自行坦白，也能被人猜个正着。,並且，像這樣的孩子每個班都有一兩個，即便她們不自行坦白，也能被人猜個正著。,"E ogni classe aveva una o due di quelle ragazze, perciò anche senza che ne parlassero, si poteva indovinare chi fossero.","And every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were.","Y cada clase tenía una o dos chicas así, así que aunque ellas no hablaran de eso, podías adivinar quiénes eran.",ﻓﻲ ﻛﻞ ﻓﺼﻞ، ﺗﻮﺟﺪ ﻓﺘﺎﺓ ﺃﻭ ﻓﺘﺎﺗﺎﻥ ﻣﻦ ﺫﻟﻚ ﺍﻟﻘﺒﻴﻞ، ﺇﺫ ﻳﻤﻜﻨﻚ ﻣﻌﺮﻓﺘﻬﻦ ﺩﻭﻥ ﺃﻥ ﻳﺘﺤﺪﺛﻦ.,"And every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were.","And every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were.","And every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were."
