Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Krauss,""".........Nothing will come from saying that now. ...In any event, there are now three adults in the guesthouse. Me, you, ......and Eva, who's asleep with a high fever.""","""......Nothing will come of saying that now. ...At any rate, there are now three adults in the guesthouse. Me, you, ...and Eva, who's asleep with a high fever."" ",""".........Nothing will come from saying that now. ...Anyways, this way, there are three adults in the guesthouse. Me, you, ......and Eva, who's asleep with a high fever.""",「………それを言っても始まらん。…とにかく、これでゲストハウスに大人は３人。私と夏妃、……そして高熱で寝込んでいる絵羽だけだ。」,「………それを言っても始まらん。…とにかく、これでゲストハウスに大人は３人。私と夏妃、……そして高熱で寝込んでいる絵羽だけだ」,""".........Сделанного не воротишь. ...В любом случае, получается, что здесь, в домике для гостей, трое взрослых. Я, ты и Ева, лежащая с высокой температурой.""",""".........Dizer isso agora não mudará nada. ...De qualquer forma, agora há três adultos na casa de hóspedes. Eu, você......e a Eva, que está dormindo com uma febre alta.""",「………讲这些也于事无补。…总之，这下宾馆里就只剩三个大人了。我、夏妃，……还有因高烧躺着的绘羽。」,「………講這些也於事無補。…總之，這下賓館裡就只剩三個大人了。我、夏妃，……還有因高燒躺著的繪羽。」,"""... Dirlo adesso non cambierà nulla. ... Ad ogni modo, in questa situazione, ci sono tre adulti nella casa degli ospiti. Io, tu... ed Eva, che sta dormendo e ha la febbre alta.""",""".........Nothing will come from saying that now. ...In any event, there are now three adults in the guesthouse. Me, you, ......and Eva, who's asleep with a high fever.""","""... Decir eso no ayudará en nada ahora... En cualquier caso, ahora hay tres adultos en la casa de huéspedes. Tú, yo... y Eva, que está dormida y con fiebre alta.""","""...ﻟﻦ ﻳﻔﻴﺪﻧﺎ ﺍﻟﺠﺪﺍﻝ ﺍﻵﻥ. ...ﺑﺄﻳﺔ ﺣﺎﻝ، ﺑﻘﻲّ ﺍﻵﻥ ﺛﻼﺛﺔ ﺃﺷﺨﺎﺹ ﺑﺎﻟﻐﻴﻦ ﻓﻲ ﻣﻨﺰﻝ ﺍﻟﻀﻴﺎﻓﺔ. ﺃﻧﺎ ﻭﺃﻧﺖِ، ......ﻭﻛﺬﻟﻚ ﺇﻳﻔﺎ ﺍﻟﻨﺎﺋﻤﺔ ﻭﺍﻟﻤﺼﺎﺑﺔ ﺑﺎﻟﺤﻤﻰ.""",""".........Nothing will come from saying that now. ...In any event, there are now three adults in the guesthouse. Me, you, ......and Eva, who's asleep with a high fever.""",""".........Nothing will come from saying that now. ...In any event, there are now three adults in the guesthouse. Me, you, ......and Eva, who's asleep with a high fever.""",""".........Nothing will come from saying that now. ...In any event, there are now three adults in the guesthouse. Me, you, ......and Eva, who's asleep with a high fever."""
,"At that time, there was the forceful sound from the hallway of a door being opened, and Eva's shrieking voice.","At that time, the forceful sound of a door being opened came from the hallway, and they heard Eva's panicked voice. ","At that time, there was the forceful sound from the hallway of a door being opened, and they heard Eva's panicked voice.",その時、廊下から勢い良く開く扉の音と、絵羽の金切り声が聞こえてきた。,その時、廊下から勢い良く開く扉の音と、絵羽の金切り声が聞こえてきた。,"В этот момент раздался громкий звук распахнувшейся двери коридора, и до них донёсся испуганный голос Евы.","Naquela hora, ouviu‐se no corredor o som vigoroso de uma porta sendo aberta, e a voz aguda de Eva.",正在此时，从走廊上响起了气势十足的开门声，与绘羽刺耳的喊声。,正在此時，從走廊上響起了氣勢十足的開門聲，與繪羽刺耳的喊聲。,"In quell'istante, ci fu un forte rumore di una porta che veniva aperta nel corridoio, e udirono la voce agitata di Eva.","At that time, there was the forceful sound from the hallway of a door being opened, and Eva's shrieking voice.","En ese momento, se escuchó desde el pasillo el contundente ruido de una puerta que se abría, y oyeron la voz de pánico de Eva.",ﺣﻴﻨﻬﺎ، ﺗﺮّﺩﺩ ﺻﻮﺕٌ ﻗﻮﻱٌّ ﻟﺒﺎﺏ ﻳُﻔﺘﺢ ﻣﻦ ﺍﻟﺮﻭﺍﻕ، ﺑﺎﻟﺘﺰﺍﻣﻦ ﻣﻊ ﺻﻮﺕ ﺇﻳﻔﺎ ﺍﻟﻤﺬﻋﻮﺭ.,"At that time, there was the forceful sound from the hallway of a door being opened, and Eva's shrieking voice.","At that time, there was the forceful sound from the hallway of a door being opened, and Eva's shrieking voice.","At that time, there was the forceful sound from the hallway of a door being opened, and Eva's shrieking voice."
,"...That voice kept calling Hideyoshi's name. ......It seemed as though the high fever had given her a bad dream or something, and now she was calling her husband's name.",...That voice kept calling out Hideyoshi's name. ...It seemed as though she'd had a bad dream or something due to her fever...and was calling for her husband. ,"...That voice kept calling Hideyoshi's name.......It seemed as though, while down with a high fever, she had had a bad dream or something and was calling her husband's name.",…その声は秀吉の名を呼び続けている。……高熱にうなされた彼女が、何か悪い夢でも見て夫の名を呼んでいるように見えた。,…その声は秀吉の名を呼び続けている。……高熱にうなされた彼女が、何か悪い夢でも見て夫の名を呼んでいるように見えた。,"...Этот голос взывал к имени Хидэёши. ......Могло показаться, что из‐за высокой температуры ей привиделся дурной сон, и спросонья она стала взывать к имени своего мужа.","...Aquela voz continuou chamando o nome de Hideyoshi. ......Parecia como se a febre alta tivesse lhe dado um sonho ruim ou algo assim, e agora ela estava chamando o nome de seu marido.",…她在不停地呼喊着秀吉的名字。……看来是受高烧所困的她，因做了什么噩梦，而呼唤起了丈夫的名字。,…她在不停地呼喊著秀吉的名字。……看來是受高燒所困的她，因做了什麼噩夢，而呼喚起了丈夫的名字。,"... Quella voce continuava a chiamare il nome di Hideyoshi. ... Sembrava che, presa dalla febbre forte, avesse fatto un incubo o qualcosa di simile e che stesse chiamando suo marito.","...That voice kept calling Hideyoshi's name. ......It seemed as though the high fever had given her a bad dream or something, and now she was calling her husband's name.","... Esa voz insistía llamando a Hideyoshi... Parecía que, al mismo en que había caído en una alta fiebre, había tenido una pesadilla o algo por el estilo y estaba llamando a su esposo.",...ﻛﺎﻧﺖ ﺗﻨﺎﺩﻱ ﺑﺎﺳﻢ ﻫﻴﺪﻳﻮﺷﻲ. ......ﻛﺄﻥّ ﻛﺎﺑﻮﺳًﺎ ﺭﺍﻭﺩﻫﺎ ﺑﺴﺒﺐ ﺍﻟﺤﻤﻰ، ﻭﻋﻠﻰ ﺇﺛﺮﻩ ﻛﺎﻧﺖ ﺗﻨﺎﺩﻱ ﻋﻠﻰ ﺯﻭﺟﻬﺎ.,"...That voice kept calling Hideyoshi's name. ......It seemed as though the high fever had given her a bad dream or something, and now she was calling her husband's name.","...That voice kept calling Hideyoshi's name. ......It seemed as though the high fever had given her a bad dream or something, and now she was calling her husband's name.","...That voice kept calling Hideyoshi's name. ......It seemed as though the high fever had given her a bad dream or something, and now she was calling her husband's name."
Ushiromiya Natsuhi,"""Eva‐san...what is it, are you alright...?""","""Eva-san, ...what is it, are you okay...?"" ","""Eva-san..., what is it, are you alright...?""",「絵羽さん…、どうしましたか、大丈夫ですか…？」,「絵羽さん…、どうしましたか、大丈夫ですか…？」,"""Ева‐сан... В чём дело, ты в порядке?..""","""Eva‐san...o que é aconteceu? Você está bem...?""",「绘羽…，怎么了，还好吗…？」,「繪羽…，怎麼了，還好嗎…？」,"""Eva-san... cosa c'è, stai bene...?""","""Eva‐san...what is it, are you alright...?""","""Eva‐san... ¿qué ocurre, estás bien?...""","""ﺇﻳﻔﺎ-ﺳﺎﻥ...ﻣﺎﺫﺍ ﺣﺪﺙ؟ ﺃﺃﻧﺖِ ﺑﺨﻴﺮ...؟""","""Eva‐san...what is it, are you alright...?""","""Eva‐san...what is it, are you alright...?""","""Eva‐san...what is it, are you alright...?"""
Ushiromiya Eva,"""Wh‐...where is my husband?! My husband isn't here!! He promised that he'd stay with me the whole time! He promised that he'd hold my hand the whole time!!""","""...Wh-Where is my husband?! My husband isn't here!! Even though he promised that he'd stay with me the whole time! Even though he promised that he'd grasp my hand the whole time!!"" ","""Wh, ...where is my husband?! My husband isn't here!! Even though he promised that he'd stay with me the whole time! Even though he promised that he'd grasp my hand the whole time!!""",「う、…うちの人はどこ？！　うちの人がいないのッ！！　ずっと一緒にいるって約束してくれたのに！　ずっと手を握ってくれてるって約束したのにッ！！」,「う、…うちの人はどこ？！　うちの人がいないのッ！！　ずっと一緒にいるって約束してくれたのに！　ずっと手を握ってくれてるって約束したのにッ！！」,"""Гд... Где мой муж?! Моего мужа здесь нет!!! Он ведь обещал, что будет со мной всё это время! Он ведь обещал, что всё время будет держать меня за руку!!!""","""O‐Onde está meu marido?! Meu marido não está aqui!! Ele prometeu que ficaria comigo o tempo todo! Ele prometeu que seguraria minha mão o tempo todo!!""",「我、…我家那位在哪儿？！我家那位不见了！！明明约好要一直待一起的！明明约好要一直握着我的手的！！」,「我、…我家那位在哪兒？！我家那位不見了！！明明約好要一直待一起的！明明約好要一直握著我的手的！！」,"""D... Dov'è mio marito?! Mio marito non è qui!! Anche se mi ha promesso che sarebbe rimasto con me tutto il tempo! Anche se mi ha promesso che mi avrebbe stretto la mano tutto il tempo!!""","""Wh‐...where is my husband?! My husband isn't here!! He promised that he'd stay with me the whole time! He promised that he'd hold my hand the whole time!!""","""¡¿Dó-Dónde está mi esposo?! ¡¡Mi esposo no está aquí!! ¡Incluso cuando prometió que estaría conmigo todo el tiempo! ¡¡Me prometió que me tomaría de la mano todo el tiempo!!""","""ﺃﻳـ-... ﺃﻳﻦ ﻫﻮ ﺯﻭﺟﻲ؟! ﺯﻭﺟﻲ ﻟﻴﺲ ﻣﻮﺟﻮﺩًﺍ!! ﻟﻘﺪ ﻭﻋﺪﻧﻲ ﺑﺄﻥ ﻳﺒﻘﻰ ﺩﺍﺋﻤًﺎ ﻣﻌﻲ! ﻭﻋﺪﻧﻲ ﺑﺄﻻ ﻳُﻔﻠﺖ ﻳﺪﻱ ﻣﻬﻤﺎ ﺣﺪﺙ!!""","""Wh‐...where is my husband?! My husband isn't here!! He promised that he'd stay with me the whole time! He promised that he'd hold my hand the whole time!!""","""Wh‐...where is my husband?! My husband isn't here!! He promised that he'd stay with me the whole time! He promised that he'd hold my hand the whole time!!""","""Wh‐...where is my husband?! My husband isn't here!! He promised that he'd stay with me the whole time! He promised that he'd hold my hand the whole time!!"""
,"...Krauss was taken aback by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings.","...Krauss was struck dumb by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings. ","...Krauss was struck dumb by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings.",…蔵臼の前で絶対に見せることのないその姿に、蔵臼は呆然としたが、夏妃はその気持ちを理解した。,…蔵臼の前で絶対に見せることのないその姿に、蔵臼は呆然としたが、夏妃はその気持ちを理解した。,"...Краусс буквально остолбенел от такого напора эмоций, которых она никогда раньше не проявляла при нём, но Нацухи хорошо понимала её чувства.","...Krauss foi surpreendido por aquela atitude, que ela nunca tinha demonstrado na frente dele antes, mas Natsuhi entendia os sentimentos dela.",…藏臼不禁因这副绝不会在他面前露出的样子愣住了，而夏妃则理解了她的心情。,…藏臼不禁因這副絕不會在他面前露出的樣子愣住了，而夏妃則理解了她的心情。,"... Krauss rimase senza parole davanti a questo suo atteggiamento, che lei non gli aveva mai mostrato, ma Natsuhi capiva come doveva sentirsi.","...Krauss was taken aback by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings.","... Krauss se quedó sin habla ante esta actitud suya, que nunca antes había mostrado delante de él, pero Natsuhi entendía sus sentimientos.",...ﺻُﺪﻡ ﻛﺮﺍﻭﺱ ﺑﺘﺼﺮﻓﺎﺗﻬﺎ ﻫﺬﻩ، ﺇﺫ ﺃﻧّﻬﺎ ﻟﻢ ﺗُﻈﻬﺮﻫﺎ ﺃﻣﺎﻣﻪ ﻣﻦ ﻗﺒﻞ. ﻟﻜﻦّ ﻧﺎﺗﺴﻮﻫﻲ ﻓﻬﻤﺖ ﻣﺸﺎﻋﺮﻫﺎ.,"...Krauss was taken aback by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings.","...Krauss was taken aback by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings.","...Krauss was taken aback by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings."
Ushiromiya Natsuhi,"""......C‐calm down... Hideyoshi‐san is with Rudolf‐san and Kyrie‐san, and they're outside right now.""","""...C-Calm down... Hideyoshi-san is with Rudolf-san and Kyrie-san, and they're outside right now."" ","""......C, calm down... Hideyoshi-san is with Rudolf-san and Kyrie-san, and they're outside right now.""",「……お、落ち着いて…。秀吉さんは留弗夫さんたちと一緒に、今、表へ出ています。」,「……お、落ち着いて…。秀吉さんは留弗夫さんたちと一緒に、今、表へ出ています」,"""......У... успокойся... Хидэёши‐сан ушёл вместе с Рудольфом‐саном и Кирие‐сан, и сейчас они находятся снаружи.""","""......A‐Acalme‐se... O Hideyoshi‐san está com o Rudolf‐san e a Kyrie‐san, e eles estão lá fora agora mesmo.""",「……冷、冷静一下…。秀吉正与留弗夫他们一起，去了外面。」,「……冷、冷靜一下…。秀吉正與留弗夫他們一起，去了外面。」,"""... C-Calmati... Hideyoshi-san è con Rudolf-san e Kyrie-san, e in questo momento sono fuori.""","""......C‐calm down... Hideyoshi‐san is with Rudolf‐san and Kyrie‐san, and they're outside right now.""","""... Cá-Cálmate... Hideyoshi-san está con Rudolf-san y Kyrie-san, ellos están afuera por el momento.""","""......ﺍ-ﺍﻫﺪﺋﻲ... ﺫﻫﺐ ﻫﻴﺪﻳﻮﺷﻲ-ﺳﺎﻥ ﻣﻊ ﺭﻭﺩﻭﻟﻒ-ﺳﺎﻥ ﻭﻛﻴﺮﻳﻲ-ﺳﺎﻥ ﻟﻠﺨﺎﺭﺝ.""","""......C‐calm down... Hideyoshi‐san is with Rudolf‐san and Kyrie‐san, and they're outside right now.""","""......C‐calm down... Hideyoshi‐san is with Rudolf‐san and Kyrie‐san, and they're outside right now.""","""......C‐calm down... Hideyoshi‐san is with Rudolf‐san and Kyrie‐san, and they're outside right now."""
Ushiromiya Eva,"""Outside?!?! Whwh‐why, he promised that he'd stay with me the whole time, why did he go outside?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaa{0}a{0}a{0}a{0}aaagg{0}g{0}g{0}g{0}g{0}gghhh...!!""","""Outside?!?! Wh-Wh-Why, why did he go outside, after he promised that he'd stay with me the whole time?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaaaaaaaaaaaaaaaaaaahhh...!!"" ","""Outside?!?! Wh, wh, why, why did he go outside, after he promised that he'd stay with me the whole time?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaaaaaaaaaaaaaaaaaaahhh...!!""",「表へッ？！？！　どど、どうしてよ、私とずっと一緒にいてくれるって約束したのに、どうして表になんか行ってるの？！　表へ出ては駄目、表には魔女がいるわ、行っては駄目、殺されてしまうッ！！　わあああああぁあああぁあぁ…！！」,「表へッ？！？！　どど、どうしてよ、私とずっと一緒にいてくれるって約束したのに、どうして表になんか行ってるの？！　表へ出ては駄目、表には魔女がいるわ、行っては駄目、殺されてしまうッ！！　わあああああぁあああぁあぁ…！！」,"""Снаружи?!?!?! По‐по‐почему, почему он вышел наружу после того, как пообещал, что будет со мной всё это время?! Тебе нельзя выходить наружу, ведьма снаружи, ты не должен идти, тебя убьют!!! Ва‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐аххх!!!..""","""Lá fora?!?! Po‐Po‐Por que, ele prometeu que ficaria comigo o tempo todo, por que ele saiu?! Você não deve sair, a bruxa está lá fora, você não deve ir, você será morto!! Uaaa{0}a{0}a{0}a{0}aaagg{0}g{0}g{0}g{0}g{0}gghhh...!!""",「外面？！？！为、为什么，明明约好了，要一直与我在一起的，为什么去了外面？！不可以去外面，外面有魔女，不能去啊，会被杀的！！哇啊啊啊啊啊啊啊啊啊啊啊啊…！！」,「外面？！？！為、為什麼，明明約好了，要一直與我在一起的，為什麼去了外面？！不可以去外面，外面有魔女，不能去啊，會被殺的！！哇啊啊啊啊啊啊啊啊啊啊啊啊…！！」,"""Fuori?!?! P-P-Perché, perché è andato fuori, dopo che mi aveva promesso che sarebbe rimasto con me tutto il tempo?! Non devi andare fuori, la strega è fuori, non devi andare, verrai ucciso!! Waaaaaaaaaaaaaaaaaaaahhh...!!""","""Outside?!?! Whwh‐why, he promised that he'd stay with me the whole time, why did he go outside?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaa{0}a{0}a{0}a{0}aaagg{0}g{0}g{0}g{0}g{0}gghhh...!!""","""¡¿¡¿Afuera?!?! ¿Po‐Po-Por qué? Él prometió que se quedaría conmigo todo el tiempo. ¡¿Por qué salió?! ¡¡No debes salir, la bruja está afuera, no debes salir, te matarán!! ¡¡Waaaaaaaaaaaaaaaaaaaahhh!!...""","""ﺫﻫﺐ ﻟﻠﺨﺎﺭﺝ?!?! ﻟﻢ*ﺍ-ﻟﻤﺎ-ﻟﻤﺎﺫﺍ ﺫﻫﺐ ﻟﻠﺨﺎﺭﺝ ﺑﻌﺪ ﺃﻭ ﻭﻋﺪﻧﻲ ﺑﺄﻥ ﻳﺒﻘﻰ ﺩﺍﺋﻤًﺎ ﻣﻌﻲ؟! ﻟﻤﺎﺫﺍ ﺧﺮﺝ?! ﻳﺠﺐ ﺃﻻ ﻳﺨﺮﺟﻮﺍ، ﻓﻲ ﺍﻟﺨﺎﺭﺝ ﺗﻮﺟﺪُ ﺳﺎﺣﺮﺓ!! ﺇﺫﺍ ﻭﺟﺪﺗﻬﻢ ﻓﺴﺘﻘﺘﻠﻬﻢ!!! ﻭﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﻩ...!!""","""Outside?!?! Whwh‐why, he promised that he'd stay with me the whole time, why did he go outside?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaa{0}a{0}a{0}a{0}aaagg{0}g{0}g{0}g{0}g{0}gghhh...!!""","""Outside?!?! Whwh‐why, he promised that he'd stay with me the whole time, why did he go outside?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaa{0}a{0}a{0}a{0}aaagg{0}g{0}g{0}g{0}g{0}gghhh...!!""","""Outside?!?! Whwh‐why, he promised that he'd stay with me the whole time, why did he go outside?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaa{0}a{0}a{0}a{0}aaagg{0}g{0}g{0}g{0}g{0}gghhh...!!"""
Ushiromiya Krauss,"""...Eva, calm yourself. ......Hideyoshi‐san is back in the mansion with Rudolf and Kyrie‐san.""","""...Eva, calm yourself. ...Hideyoshi-san returned to the mansion with Rudolf and Kyrie-san."" ","""...Eva, calm yourself. ......Hideyoshi-san returned to the mansion with Rudolf and Kyrie-san.""",「…絵羽、落ち着きなさい。……秀吉さんは、留弗夫たちと一緒に屋敷へ戻っているのだ。」,「…絵羽、落ち着きなさい。……秀吉さんは、留弗夫たちと一緒に屋敷へ戻っているのだ」,"""...Ева, держи себя в руках. ......Хидэёши‐сан вернулся в особняк с Рудольфом и Кирие‐сан.""","""...Eva, acalme‐se. ......O Hideyoshi‐san voltou à mansão com o Rudolf e a {nobr:Kyrie‐san}.""",「…绘羽，冷静点。……秀吉妹夫是与留弗夫他们一起回了大屋。」,「…繪羽，冷靜點。……秀吉妹夫是與留弗夫他們一起回了大屋。」,"""... Eva, calmati. ... Hideyoshi-san è tornato alla villa con Rudolf e Kyrie-san.""","""...Eva, calm yourself. ......Hideyoshi‐san is back in the mansion with Rudolf and Kyrie‐san.""","""... Eva, cálmate... Hideyoshi-san volverá a la mansión con Rudolf y Kyrie-san.""","""...ﺍﻫﺪﺋﻲ ﻳﺎ ﺇﻳﻔﺎ. ......ﺫﻫﺐ ﻫﻴﺪﻳﻮﺷﻲ-ﺳﺎﻥ ﻟﻠﻘﺼﺮ ﻣﻊ ﺭﻭﺩﻭﻟﻒ ﻭﻛﻴﺮﻳﻲ-ﺳﺎﻥ.""","""...Eva, calm yourself. ......Hideyoshi‐san is back in the mansion with Rudolf and Kyrie‐san.""","""...Eva, calm yourself. ......Hideyoshi‐san is back in the mansion with Rudolf and Kyrie‐san.""","""...Eva, calm yourself. ......Hideyoshi‐san is back in the mansion with Rudolf and Kyrie‐san."""
Ushiromiya Eva,"""Why did he have to go to the mansion?!! Why did you let him outside when it's safe in here?!! Why did he go back to the mansion?!!""","""Why did he have to go to the mansion?!! Why did he go outside, even though it's safe here?!! Why did he go back to the mansion?!!"" ","""Why did he have to go to the mansion?!! Why did he go outside, even though it's safe here?!! Why did he go back to the mansion?!!""",「どうして屋敷に行かなくちゃいけないのよ！！　ここなら安全なのに、どうして表になんか出したのよ！！　どうして屋敷なんかに戻ったのよッ！！」,「どうして屋敷に行かなくちゃいけないのよ！！　ここなら安全なのに、どうして表になんか出したのよ！！　どうして屋敷なんかに戻ったのよッ！！」,"""Зачем он отправился в особняк?!! Почему он вышел наружу, даже понимая, что здесь безопасно?!! Почему он вернулся в особняк?!!""","""Por que ele teve que ir até a mansão?! Por que você o deixou sair quando é seguro aqui?! Por que ele voltou à mansão?!""",「为什么一定要去大屋啊！！这儿明明很安全，为什么要去外面哟！！为什么要回大屋！！」,「為什麼一定要去大屋啊！！這兒明明很安全，為什麼要去外面喲！！為什麼要回大屋！！」,"""Perché doveva andare alla villa?!! Perché è uscito, anche se qui siamo al sicuro?!! Perché è tornato alla villa?!!""","""Why did he have to go to the mansion?!! Why did you let him outside when it's safe in here?!! Why did he go back to the mansion?!!""","""¡¡¿Por qué tuvo él que ir a la mansión?!! ¡¡¿Por qué salió estando a salvo aquí dentro?!! ¡¡¿Por qué volvió a la mansión?!!""","""ﻣﺎ ﺍﻟﺬﻱ ﻳﺴﺘﺪﻋﻲ ﺍﻟﺬﻫﺎﺏ ﻟﻠﻘﺼﺮ؟!! ﻟﻤﺎﺫﺍ ﺫﻫﺐ ﻟﻠﺨﺎﺭﺝ ﻭﻧﺤﻦ ﻫﻨﺎ ﻓﻲ ﺃﻣﺎﻥ؟!! ﺃﺧﺒﺮﻧﻲ ﻟﻤﺎﺫﺍ ﻋﺎﺩ ﻟﻠﻘﺼﺮ؟!!!""","""Why did he have to go to the mansion?!! Why did you let him outside when it's safe in here?!! Why did he go back to the mansion?!!""","""Why did he have to go to the mansion?!! Why did you let him outside when it's safe in here?!! Why did he go back to the mansion?!!""","""Why did he have to go to the mansion?!! Why did you let him outside when it's safe in here?!! Why did he go back to the mansion?!!"""
Ushiromiya Krauss,""".................. ......They went to get enough food to last until tomorrow. ...Hideyoshi‐san was worried about your health, and he told us so...""","""............ ...They went to get enough food to last until tomorrow. ...Hideyoshi-san was worried about your health...and said that was partly why he wanted to go..."" ","""..................They went to get enough food to last until tomorrow. ...Hideyoshi-san was worried about your health, and he told us so...""",「………………。……明日までの食料を取りに行くことになったのだ。…秀吉さんは、お前の体調が悪いことを気にしてて、その為にもと言って…。」,「………………。……明日までの食料を取りに行くことになったのだ。…秀吉さんは、お前の体調が悪いことを気にしてて、その為にもと言って…」,"""..................Они отправились набрать достаточно еды, чтобы продержаться до завтра. ...Хидэёши‐сан был обеспокоен твоим здоровьем и сказал нам...""",""".................. ......Eles foram pegar comida suficiente para durar até amanhã.{n}...O Hideyoshi‐san estava preocupado com sua saúde, e ele nos disse isso...""",「………………。……他们是去拿直到明天的食物的。…秀吉妹夫说了，担心你体况不佳，就算为了此，也要去一趟…」,「………………。……他們是去拿直到明天的食物的。…秀吉妹夫說了，擔心你體況不佳，就算為了此，也要去一趟…」,"""... Sono andati a prendere del cibo che possa bastarci fino a domani. ... Hideyoshi-san era preoccupato per la tua salute, e ce lo ha confessato...""",""".................. ......They went to get enough food to last until tomorrow. ...Hideyoshi‐san was worried about your health, and he told us so...""","""... Fueron a conseguir el suficiente alimento para durar hasta mañana... Hideyoshi-san estaba preocupado por tu salud, y él nos lo dijo...""",""".................. ...ﺫﻫﺒﻮﺍ ﻹﺣﻀﺎﺭ ﻃﻌﺎﻡ ﻳﺴﺪُّ ﺟﻮﻋﻨﺎ ﺣﺘﻰ ﺍﻟﻐﺪ. ...ﻛﻤّﺎ ﺃﻥ ﻫﻴﺪﻳﻮﺷﻲ-ﺳﺎﻥ ﻛﺎﻥ ﻗﻠﻘًﺎ ﻋﻠﻰ ﺣﺎﻟﺘﻚ ﺍﻟﺼﺤﻴﺔ... ﺇﺫ ﻗﺎﻝ ﺃﻥ ﻫﺬﺍ ﺳﺒﺐ ﺭﻏﺒﺘﻪ ﻓﻲ ﺍﻟﺬﻫﺎﺏ...""",""".................. ......They went to get enough food to last until tomorrow. ...Hideyoshi‐san was worried about your health, and he told us so...""",""".................. ......They went to get enough food to last until tomorrow. ...Hideyoshi‐san was worried about your health, and he told us so...""",""".................. ......They went to get enough food to last until tomorrow. ...Hideyoshi‐san was worried about your health, and he told us so..."""
